date,symbol,Short Percentage Of Float
01/13/17,AHPI,1.79
01/13/17,AHT,4.05
01/13/17,AI,10.28
01/13/17,AIG,1.61
01/13/17,AIII,0.23
01/13/17,AIMC,3.71
01/13/17,AIN,1.64
01/13/17,AINC,0.18
01/13/17,AINV,0.43
01/13/17,AIQ,1.51
01/13/17,AIR,3.52
01/13/17,AIRG,4.82
01/13/17,AIRI,0.32
01/13/17,AIRM,31.71
01/13/17,AIRT,0.79
01/13/17,AIT,1.32
01/13/17,AIV,3.72
01/13/17,AIZ,2.47
01/13/17,AJG,1.83
01/13/17,AJRD,8.74
01/13/17,AJX,1.55
01/13/17,AKAM,4.76
01/13/17,AKAO,20.05
01/13/17,AKBA,4.69
01/13/17,AKR,9.39
01/13/17,AKRX,10.06
01/13/17,AKS,20.71
01/13/17,AL,8.14
01/13/17,ALB,2.79
01/13/17,ALBO,0.77
01/13/17,ALCO,3.53
01/13/17,ALDR,26.28
01/13/17,ALDW,0.92
01/13/17,ALDX,1.21
01/13/17,ALE,1.66
01/13/17,ALEX,2.29
01/13/17,ALG,1.25
01/13/17,ALGN,5.57
01/13/17,ALGT,5.52
01/13/17,ALIM,2.23
01/13/17,ALJ,13.85
01/13/17,ALJJ,1.57
01/13/17,ALK,6.56
01/13/17,ALKS,6.96
01/13/17,ALL,1.13
01/13/17,ALLE,3.17
01/13/17,ALLT,2.23
01/13/17,ALLY,2.78
01/13/17,ALN,0.36
01/13/17,ALNY,18.23
01/13/17,ALOG,6.75
01/13/17,ALOT,0.1
01/13/17,ALQA,1.3
01/13/17,ALR,2.85
01/13/17,ALRM,1.08
01/13/17,ALSK,0.08
01/13/17,ALSN,0.72
01/13/17,ALX,1.25
01/13/17,ALXN,3.37
01/13/17,AM,8.6
01/13/17,AMAG,28.27
01/13/17,AMAT,1.26
01/13/17,AMBA,20.65
01/13/17,AMBR,4.57
01/13/17,AMC,7.69
01/13/17,AMCC,2.52
01/13/17,AMCX,9.55
01/13/17,AMD,13.67
01/13/17,AMDA,13.46
01/13/17,AME,2.68
01/13/17,AMED,17.87
01/13/17,AMG,2.36
01/13/17,AMGN,1
01/13/17,AMH,5.63
01/13/17,AMID,3.51
01/13/17,AMKR,7.79
01/13/17,AMN,11.35
01/13/17,AMNB,2.42
01/13/17,AMOT,1.88
01/13/17,AMP,0.96
01/13/17,AMPE,11.27
01/13/17,AMRB,0.12
01/13/17,AMRC,1.57
01/13/17,AMRI,22.15
01/13/17,AMRK,1.75
01/13/17,AMRS,11.07
01/13/17,AMS,0.36
01/13/17,AMSC,14.76
01/13/17,AMSF,2.7
01/13/17,AMSWA,1.04
01/13/17,AMT,1.35
01/13/17,AMTD,3.52
01/13/17,AMTX,1.42
01/13/17,AMWD,3.78
01/13/17,AMZN,1.5
01/13/17,AN,10.49
01/13/17,ANAT,0.3
01/13/17,ANCB,0.07
01/13/17,ANCX,14.8
01/13/17,ANDE,1.04
01/13/17,ANET,12.31
01/13/17,ANF,33.51
01/13/17,ANFI,89.23
01/13/17,ANGI,9.88
01/13/17,ANGO,4.2
01/13/17,ANH,2.78
01/13/17,ANIK,6.95
01/13/17,ANIP,9.38
01/13/17,ANSS,3.11
01/13/17,ANTH,12.33
01/13/17,ANTM,2.52
01/13/17,ANW,12.93
01/13/17,ANY,2.58
01/13/17,AOBC,23.99
01/13/17,AOI,3.88
01/13/17,AON,0.66
01/13/17,AOS,3.24
01/13/17,AOSL,1.08
01/13/17,AP,2.99
01/13/17,APA,5.33
01/13/17,APAM,11.06
01/13/17,APC,1.81
01/13/17,APD,2.2
01/13/17,APDN,4.32
01/13/17,APEI,10.02
01/13/17,APEN,3.69
01/13/17,APFH,6.02
01/13/17,APH,1.79
01/13/17,APHB,8.45
01/13/17,APLE,4.42
01/13/17,APLP,0.6
01/13/17,APO,1.05
01/13/17,APOG,20.47
01/13/17,APOL,1.42
01/13/17,APPS,5.83
01/13/17,APRI,6.06
01/13/17,APT,0.29
01/13/17,APTI,2.95
01/13/17,APTS,2.2
01/13/17,APU,1.4
01/13/17,APWC,0.07
01/13/17,AQXP,24.19
01/13/17,AR,10.25
01/13/17,ARA,9.65
01/13/17,ARAY,7.84
01/13/17,ARC,0.8
01/13/17,ARCB,4.04
01/13/17,ARCC,3.32
01/13/17,ARCI,0.05
01/13/17,ARCO,0.06
01/13/17,ARCW,0.76
01/13/17,ARCX,0.28
01/13/17,ARDM,1.06
01/13/17,ARDX,5.72
01/13/17,ARE,2.39
01/13/17,ARES,0.02
01/13/17,AREX,26.03
01/13/17,ARGS,24.76
01/13/17,ARI,5.36
01/13/17,ARIA,14.96
01/13/17,ARII,32.16
01/13/17,ARIS,0.09
01/13/17,ARKR,0.08
01/13/17,ARL,0.91
01/13/17,ARLP,2.14
01/13/17,ARLZ,6.45
01/13/17,ARMK,1.66
01/13/17,ARNA,4.12
01/13/17,ARNC,6.77
01/13/17,AROC,1.21
01/13/17,ARQL,1.01
01/13/17,ARR,6.63
01/13/17,ARRS,2.57
01/13/17,ARRY,14.75
01/13/17,ARTW,0.14
01/13/17,ARTX,2.41
01/13/17,ARW,1.96
01/13/17,ARWR,13.94
01/13/17,ASA,0.21
01/13/17,ASB,2.84
01/13/17,ASBB,0.16
01/13/17,ASC,13.89
01/13/17,ASCMA,2.32
01/13/17,ASFI,0.68
01/13/17,ASGN,2.2
01/13/17,ASH,3.64
01/13/17,ASMB,2.42
01/13/17,ASNA,14.93
01/13/17,ASPN,0.72
01/13/17,ASPS,69.95
01/13/17,ASRV,0.93
01/13/17,AST,8.21
01/13/17,ASTC,0.23
01/13/17,ASTE,0.93
01/13/17,ASUR,2.26
01/13/17,ASYS,1.57
01/13/17,ATAX,0.07
01/13/17,ATEC,2.58
01/13/17,ATEN,3.78
01/13/17,ATHN,25.45
01/13/17,ATHX,9.73
01/13/17,ATI,22.75
01/13/17,ATLC,14.33
01/13/17,ATLO,1.62
01/13/17,ATNI,3.41
01/13/17,ATNM,2.12
01/13/17,ATO,0.88
01/13/17,ATOS,9.23
01/13/17,ATR,3.6
01/13/17,ATRA,18.74
01/13/17,ATRC,9.84
01/13/17,ATRI,1.82
01/13/17,ATRO,1.39
01/13/17,ATRS,2.11
01/13/17,ATSG,1.61
01/13/17,ATTO,0.3
01/13/17,ATTU,2.76
01/13/17,ATU,8.62
01/13/17,ATVI,2.83
01/13/17,ATW,56.6
01/13/17,AUBN,0.05
01/13/17,AUDC,0.07
01/13/17,AUMN,13.14
01/13/17,AVA,2.56
01/13/17,AVAV,10.6
01/13/17,AVB,3.91
01/13/17,AVD,2.59
01/13/17,AVEO,1.89
01/13/17,AVGO,1.19
01/13/17,AVGR,19.84
01/13/17,AVHI,11.31
01/13/17,AVIR,0.22
01/13/17,AVNW,0.45
01/13/17,AVP,4.62
01/13/17,AVT,1.89
01/13/17,AVX,1.41
01/13/17,AVXL,16.08
01/13/17,AVXS,24.31
01/13/17,AVY,4.75
01/13/17,AWH,0.49
01/13/17,AWI,12.75
01/13/17,AWK,2.56
01/13/17,AWR,2.4
01/13/17,AWRE,0.52
01/13/17,AWX,0.13
01/13/17,AXAS,3.96
01/13/17,AXDX,31.68
01/13/17,AXE,1.11
01/13/17,AXGN,6.02
01/13/17,AXL,11.72
01/13/17,AXN,0.04
01/13/17,AXON,17.82
01/13/17,AXP,2
01/13/17,AXR,0.64
01/13/17,AXS,2.17
01/13/17,AXSM,3.43
01/13/17,AXTA,3.2
01/13/17,AXTI,0.78
01/13/17,AYI,6.65
01/13/17,AYR,5.84
01/13/17,AZO,11.15
01/13/17,AZPN,4.94
01/13/17,AZZ,2.46
01/13/17,B,0.96
01/13/17,BA,2.74
01/13/17,BABY,7.48
01/13/17,BAC,1.04
01/13/17,BAH,0.87
01/13/17,BANC,28.79
01/13/17,BANF,2.14
01/13/17,BANR,2.63
01/13/17,BANX,0.05
01/13/17,BAS,186.6
01/13/17,BASI,0.2
01/13/17,BAX,1.77
01/13/17,BBBY,8.74
01/13/17,BBG,40.56
01/13/17,BBGI,0.17
01/13/17,BBOX,8.32
01/13/17,BBRG,6.41
01/13/17,BBSI,1.58
01/13/17,BBT,1.75
01/13/17,BBW,10.84
01/13/17,BBY,13.5
01/13/17,BC,3.81
01/13/17,BCBP,0.16
01/13/17,BCC,1.74
01/13/17,BCEI,23.72
01/13/17,BCLI,3.42
01/13/17,BCO,1.21
01/13/17,BCOR,5.5
01/13/17,BCOV,1.34
01/13/17,BCPC,6.24
01/13/17,BCR,1.61
01/13/17,BCRH,1.15
01/13/17,BCRX,15.86
01/13/17,BCTF,0.46
01/13/17,BDC,5.31
01/13/17,BDE,1.79
01/13/17,BDGE,3.57
01/13/17,BDL,0.26
01/13/17,BDN,3.43
01/13/17,BDR,1.21
01/13/17,BDSI,8.89
01/13/17,BDX,1.78
01/13/17,BEAT,3.16
01/13/17,BEAV,6.29
01/13/17,BEBE,13.45
01/13/17,BECN,3.25
01/13/17,BEL,1.6
01/13/17,BELFA,0.59
01/13/17,BELFB,2.79
01/13/17,BEN,2.71
01/13/17,BERY,2.62
01/13/17,BETR,51.13
01/13/17,BF.A,0.29
01/13/17,BFAM,1.48
01/13/17,BFIN,0.67
01/13/17,BFS,1.17
01/13/17,BG,1.97
01/13/17,BGC,9.84
01/13/17,BGCP,1.42
01/13/17,BGFV,36.74
01/13/17,BGG,10.88
01/13/17,BGI,5.92
01/13/17,BGS,10.32
01/13/17,BGSF,1.38
01/13/17,BH,1.61
01/13/17,BHB,2.84
01/13/17,BHBK,2.82
01/13/17,BHE,2.86
01/13/17,BHI,2.14
01/13/17,BHLB,0.94
01/13/17,BID,23.88
01/13/17,BIG,27.84
01/13/17,BIIB,1.03
01/13/17,BIO,7.61
01/13/17,BIOA,11.1
01/13/17,BIOC,28.62
01/13/17,BIOL,7.38
01/13/17,BIOP,0.46
01/13/17,BIOS,17.05
01/13/17,BJRI,10.12
01/13/17,BK,0.76
01/13/17,BKCC,0.72
01/13/17,BKD,11.07
01/13/17,BKE,51.82
01/13/17,BKEP,0.05
01/13/17,BKFS,18.73
01/13/17,BKH,12.61
01/13/17,BKJ,0.06
01/13/17,BKMU,0.49
01/13/17,BKS,11.39
01/13/17,BKSC,0.06
01/13/17,BKU,2.3
01/13/17,BL,6.37
01/13/17,BLBD,6.36
01/13/17,BLCM,19.6
01/13/17,BLD,2.42
01/13/17,BLDR,14.62
01/13/17,BLFS,6.04
01/13/17,BLIN,3.92
01/13/17,BLK,1.33
01/13/17,BLKB,11.14
01/13/17,BLL,6.77
01/13/17,BLMN,6.58
01/13/17,BLMT,2.86
01/13/17,BLPH,11.9
01/13/17,BLUE,34.15
01/13/17,BLX,3.05
01/13/17,BMCH,5.97
01/13/17,BMI,4.96
01/13/17,BMRA,0.16
01/13/17,BMRC,0.71
01/13/17,BMRN,5.56
01/13/17,BMS,4.75
01/13/17,BMTC,0.58
01/13/17,BMY,0.73
01/13/17,BNCL,2.49
01/13/17,BNCN,2.9
01/13/17,BNFT,30.42
01/13/17,BNSO,5.42
01/13/17,BOBE,7.55
01/13/17,BOCH,0.11
01/13/17,BOFI,33.36
01/13/17,BOH,9.68
01/13/17,BOJA,7.29
01/13/17,BOKF,11.43
01/13/17,BOLD,3.69
01/13/17,BONT,16.21
01/13/17,BOOM,3.59
01/13/17,BOOT,34.93
01/13/17,BOSC,5.57
01/13/17,BOTJ,0.05
01/13/17,BOX,14.81
01/13/17,BPFH,1.98
01/13/17,BPI,5.16
01/13/17,BPL,2.12
01/13/17,BPMC,15.87
01/13/17,BPMX,8.64
01/13/17,BPOP,1.06
01/13/17,BPT,7.53
01/13/17,BPTH,2.65
01/13/17,BPY,0.07
01/13/17,BR,1.56
01/13/17,BRC,1.51
01/13/17,BRCD,5.51
01/13/17,BREW,10.63
01/13/17,BRG,2.72
01/13/17,BRID,0.24
01/13/17,BRK.B,0.8
01/13/17,BRKL,0.92
01/13/17,BRKR,6.1
01/13/17,BRKS,0.55
01/13/17,BRN,0.68
01/13/17,BRO,1.76
01/13/17,BRS,30
01/13/17,BRSS,0.69
01/13/17,BRT,1.5
01/13/17,BRX,2.22
01/13/17,BSET,1.35
01/13/17,BSF,1.05
01/13/17,BSFT,9.21
01/13/17,BSM,0.24
01/13/17,BSPM,17.91
01/13/17,BSQR,0.56
01/13/17,BSRR,0.55
01/13/17,BSTC,2.13
01/13/17,BSTG,5.15
01/13/17,BSX,1.69
01/13/17,BTN,0.54
01/13/17,BTX,7.7
01/13/17,BURL,7.82
01/13/17,BUSE,1.86
01/13/17,BV,0.75
01/13/17,BVSN,0.48
01/13/17,BVX,2.09
01/13/17,BW,5.23
01/13/17,BWA,5.54
01/13/17,BWEN,0.16
01/13/17,BWFG,1.16
01/13/17,BWINA,0.34
01/13/17,BWL.A,0.04
01/13/17,BWLD,9.88
01/13/17,BWP,8.08
01/13/17,BWXT,1.34
01/13/17,BX,3.72
01/13/17,BXC,0.03
01/13/17,BXMT,3.66
01/13/17,BXP,1.95
01/13/17,BXS,3.17
01/13/17,BYBK,0.25
01/13/17,BYD,10.64
01/13/17,BYFC,0.07
01/13/17,BZH,9.57
01/13/17,C,1.09
01/13/17,CA,4.25
01/13/17,CAA,14.87
01/13/17,CAAS,0.57
01/13/17,CAB,8.09
01/13/17,CABO,4.23
01/13/17,CAC,2.6
01/13/17,CACB,0.78
01/13/17,CACC,72.24
01/13/17,CACI,0.84
01/13/17,CACQ,2.22
01/13/17,CADC,0.16
01/13/17,CAG,1.05
01/13/17,CAH,3.78
01/13/17,CAI,2.49
01/13/17,CAKE,18.18
01/13/17,CAL,2.3
01/13/17,CALA,11.38
01/13/17,CALD,4.21
01/13/17,CALI,0.72
01/13/17,CALL,21.88
01/13/17,CALM,39.47
01/13/17,CALX,2.03
01/13/17,CAMP,13.68
01/13/17,CAMT,0.36
01/13/17,CAPL,0.64
01/13/17,CAPN,3.53
01/13/17,CAPR,1.22
01/13/17,CAR,15.97
01/13/17,CARA,19.23
01/13/17,CARB,6.3
01/13/17,CARO,3.21
01/13/17,CART,0.04
01/13/17,CARV,0.11
01/13/17,CASC,8.6
01/13/17,CASH,2.05
01/13/17,CASI,0.46
01/13/17,CASM,0.27
01/13/17,CASS,4.03
01/13/17,CASY,7.79
01/13/17,CAT,5.84
01/13/17,CATM,11.4
01/13/17,CATO,3.4
01/13/17,CATY,2.59
01/13/17,CAVM,16.48
01/13/17,CAW,0.03
01/13/17,CB,1.18
01/13/17,CBAK,1.15
01/13/17,CBAN,0.03
01/13/17,CBAY,2.34
01/13/17,CBB,4.44
01/13/17,CBF,6.61
01/13/17,CBFV,0.11
01/13/17,CBG,3.34
01/13/17,CBI,8.19
01/13/17,CBIO,1.19
01/13/17,CBK,4.91
01/13/17,CBL,8.92
01/13/17,CBLI,0.07
01/13/17,CBM,2.78
01/13/17,CBMG,2.43
01/13/17,CBMX,30.29
01/13/17,CBOE,8.92
01/13/17,CBPO,2.36
01/13/17,CBPX,1.94
01/13/17,CBRL,23.33
01/13/17,CBS,3.5
01/13/17,CBS.A,0.26
01/13/17,CBSH,2.85
01/13/17,CBT,1.71
01/13/17,CBU,7.9
01/13/17,CBZ,1.06
01/13/17,CC,4.5
01/13/17,CCBG,0.84
01/13/17,CCC,1.79
01/13/17,CCCR,0.35
01/13/17,CCE,0.89
01/13/17,CCF,0.9
01/13/17,CCI,1.77
01/13/17,CCK,2.33
01/13/17,CCL,8.08
01/13/17,CCLP,0.72
01/13/17,CCMP,1.88
01/13/17,CCNE,0.78
01/13/17,CCO,2.57
01/13/17,CCOI,11.72
01/13/17,CCP,10.61
01/13/17,CCRC,0.07
01/13/17,CCRN,9.14
01/13/17,CCS,1.84
01/13/17,CCUR,0.47
01/13/17,CCXI,8.6
01/13/17,CDE,3.42
01/13/17,CDI,6.6
01/13/17,CDK,3.31
01/13/17,CDNA,0.64
01/13/17,CDNS,3.37
01/13/17,CDOR,0.19
01/13/17,CDR,16.74
01/13/17,CDTI,7.49
01/13/17,CDTX,3.97
01/13/17,CDW,2.2
01/13/17,CDXC,4
01/13/17,CDXS,3.54
01/13/17,CDZI,23.91
01/13/17,CE,1.7
01/13/17,CEB,5.15
01/13/17,CECE,2.58
01/13/17,CECO,1.72
01/13/17,CEF,0.25
01/13/17,CEI,6.12
01/13/17,CELG,1.06
01/13/17,CEMI,1.75
01/13/17,CEMP,16.02
01/13/17,CENT,6.58
01/13/17,CENX,28.01
01/13/17,CEQP,1.77
01/13/17,CERN,5.64
01/13/17,CERS,18.43
01/13/17,CERU,5.07
01/13/17,CETC,2.4
01/13/17,CETV,11.9
01/13/17,CETX,4.57
01/13/17,CEVA,2.29
01/13/17,CF,13.95
01/13/17,CFBK,0.02
01/13/17,CFCB,0.23
01/13/17,CFFI,0.96
01/13/17,CFFN,6.76
01/13/17,CFG,1.56
01/13/17,CFI,2.23
01/13/17,CFMS,10.24
01/13/17,CFNB,1.08
01/13/17,CFNL,0.64
01/13/17,CFR,8.65
01/13/17,CFRX,0.65
01/13/17,CFX,2.45
01/13/17,CG,1.43
01/13/17,CGA,2.49
01/13/17,CGEN,3.51
01/13/17,CGI,31.49
01/13/17,CGIX,2.08
01/13/17,CGNT,0.72
01/13/17,CGNX,3.85
01/13/17,CH,0.12
01/13/17,CHCI,0.67
01/13/17,CHCO,5.59
01/13/17,CHCT,3.89
01/13/17,CHD,3.99
01/13/17,CHDN,6.62
01/13/17,CHE,9.41
01/13/17,CHEF,13.85
01/13/17,CHEK,1.45
01/13/17,CHFC,4.6
01/13/17,CHFN,0.67
01/13/17,CHGG,25.87
01/13/17,CHH,2.49
01/13/17,CHK,26.79
01/13/17,CHKE,3.73
01/13/17,CHKR,0.32
01/13/17,CHMG,1.87
01/13/17,CHMI,1.46
01/13/17,CHMT,0.95
01/13/17,CHRS,18.18
01/13/17,CHRW,10.57
01/13/17,CHS,9.1
01/13/17,CHSP,6.68
01/13/17,CHTR,15.39
01/13/17,CHUY,12.4
01/13/17,CI,0.64
01/13/17,CIA,9.75
01/13/17,CIDM,5.62
01/13/17,CIE,18.86
01/13/17,CIEN,9.79
01/13/17,CIM,2.13
01/13/17,CINF,2.56
01/13/17,CINR,0.77
01/13/17,CIO,4.06
01/13/17,CIR,7.48
01/13/17,CIT,4.11
01/13/17,CIVB,0.75
01/13/17,CIVI,4.74
01/13/17,CIX,2.08
01/13/17,CIZN,0.17
01/13/17,CJJD,0.77
01/13/17,CKH,18.66
01/13/17,CKX,0.12
01/13/17,CL,1.17
01/13/17,CLAC,0.04
01/13/17,CLB,15.46
01/13/17,CLBH,0.12
01/13/17,CLBS,0.75
01/13/17,CLC,0.88
01/13/17,CLCD,16.99
01/13/17,CLCT,1.38
01/13/17,CLD,14.26
01/13/17,CLDT,3.73
01/13/17,CLDX,22.9
01/13/17,CLF,25.67
01/13/17,CLFD,6.06
01/13/17,CLGX,3.35
01/13/17,CLH,7.09
01/13/17,CLI,9.58
01/13/17,CLIR,5.53
01/13/17,CLMS,1.55
01/13/17,CLMT,1.32
01/13/17,CLNE,8.29
01/13/17,CLNS,23.29
01/13/17,CLNT,1.95
01/13/17,CLR,20.82
01/13/17,CLRB,15.82
01/13/17,CLRO,0.4
01/13/17,CLSN,2.04
01/13/17,CLUB,0.86
01/13/17,CLVS,22.47
01/13/17,CLW,2.28
01/13/17,CLWT,0.93
01/13/17,CLX,4.71
01/13/17,CMA,2.64
01/13/17,CMC,8.17
01/13/17,CMCO,2.97
01/13/17,CMCSA,1.44
01/13/17,CMCT,0.51
01/13/17,CME,2.5
01/13/17,CMFN,0.58
01/13/17,CMG,20.21
01/13/17,CMI,2.16
01/13/17,CMLS,1.35
01/13/17,CMO,3.58
01/13/17,CMP,18.87
01/13/17,CMPR,16.56
01/13/17,CMRE,5.08
01/13/17,CMRX,8.56
01/13/17,CMS,2.01
01/13/17,CMT,0.38
01/13/17,CMTL,4.41
01/13/17,CNA,1.88
01/13/17,CNAT,5.11
01/13/17,CNBKA,0.59
01/13/17,CNC,2.46
01/13/17,CNCE,0.84
01/13/17,CNDT,2.23
01/13/17,CNET,0.95
01/13/17,CNIT,0.48
01/13/17,CNK,5.07
01/13/17,CNMD,6.02
01/13/17,CNNX,1.37
01/13/17,CNO,0.8
01/13/17,CNOB,2.9
01/13/17,CNP,1.66
01/13/17,CNS,8.61
01/13/17,CNSL,10.61
01/13/17,CNTY,1.05
01/13/17,CNX,23.28
01/13/17,CNXC,1.2
01/13/17,CNXN,2
01/13/17,CNXR,1.37
01/13/17,COBZ,2.22
01/13/17,CODI,1.16
01/13/17,COF,1.68
01/13/17,COG,5.28
01/13/17,COGT,12.79
01/13/17,COH,2.89
01/13/17,COHR,3.83
01/13/17,COHU,0.61
01/13/17,COKE,4.53
01/13/17,COL,4.89
01/13/17,COLB,3.76
01/13/17,COLL,22.25
01/13/17,COLM,4.79
01/13/17,COMM,2.1
01/13/17,CONE,13.76
01/13/17,CONN,34.36
01/13/17,COO,5.06
01/13/17,COOL,4.16
01/13/17,COP,1.2
01/13/17,COR,12.11
01/13/17,CORE,7.46
01/13/17,CORI,4.9
01/13/17,CORR,8.18
01/13/17,CORT,7.29
01/13/17,COST,1.77
01/13/17,COTY,258.7
01/13/17,COUP,3.67
01/13/17,COVS,0.83
01/13/17,COWN,17.76
01/13/17,COYN,1.11
01/13/17,CPA,7.64
01/13/17,CPAH,0.04
01/13/17,CPB,4.24
01/13/17,CPE,23.02
01/13/17,CPF,1.35
01/13/17,CPHC,0.04
01/13/17,CPHI,0.19
01/13/17,CPIX,0.64
01/13/17,CPK,1.64
01/13/17,CPLA,1.21
01/13/17,CPLP,0.46
01/13/17,CPN,8.31
01/13/17,CPPL,4.27
01/13/17,CPRT,5.19
01/13/17,CPRX,3.22
01/13/17,CPS,3.98
01/13/17,CPSH,0.06
01/13/17,CPSI,32.21
01/13/17,CPSS,1.66
01/13/17,CPST,8.23
01/13/17,CPT,2.94
01/13/17,CPTA,0.69
01/13/17,CQH,1.06
01/13/17,CQP,3.98
01/13/17,CR,0.34
01/13/17,CRAI,1.01
01/13/17,CRAY,10.47
01/13/17,CRBP,10.66
01/13/17,CRC,35.52
01/13/17,CRCM,2.77
01/13/17,CRD.A,0.02
01/13/17,CRDS,2.95
01/13/17,CREE,10.87
01/13/17,CREG,0.31
01/13/17,CRI,5.18
01/13/17,CRIS,3.93
01/13/17,CRK,29.64
01/13/17,CRM,3
01/13/17,CRMD,10.11
01/13/17,CRMT,14.44
01/13/17,CRNT,0.66
01/13/17,CROX,9.49
01/13/17,CRR,49.04
01/13/17,CRS,7.19
01/13/17,CRT,0.07
01/13/17,CRTN,0.29
01/13/17,CRUS,6.57
01/13/17,CRVL,1.06
01/13/17,CRVP,0.2
01/13/17,CRVS,1
01/13/17,CRWS,0.29
01/13/17,CRY,2.47
01/13/17,CRZO,16.1
01/13/17,CSBK,6.53
01/13/17,CSBR,1.62
01/13/17,CSCO,0.79
01/13/17,CSFL,1.68
01/13/17,CSGP,3.47
01/13/17,CSGS,5.53
01/13/17,CSII,4.53
01/13/17,CSIQ,15.03
01/13/17,CSL,1.84
01/13/17,CSLT,9.53
01/13/17,CSOD,6.32
01/13/17,CSPI,0.31
01/13/17,CSRA,2.09
01/13/17,CSS,1.39
01/13/17,CST,2.58
01/13/17,CSTE,9.64
01/13/17,CSU,12.43
01/13/17,CSV,15.93
01/13/17,CSWC,0.25
01/13/17,CSX,1.58
01/13/17,CTAS,4.81
01/13/17,CTB,10.16
01/13/17,CTBI,0.72
01/13/17,CTG,0.45
01/13/17,CTHR,0.33
01/13/17,CTIB,0.01
01/13/17,CTIC,2.68
01/13/17,CTL,13.14
01/13/17,CTLT,7.5
01/13/17,CTO,3.56
01/13/17,CTRE,3.31
01/13/17,CTRL,5.71
01/13/17,CTRN,1.39
01/13/17,CTRV,4.03
01/13/17,CTS,1.55
01/13/17,CTSH,1.28
01/13/17,CTSO,2.43
01/13/17,CTT,0.72
01/13/17,CTWS,2.05
01/13/17,CTXS,3.97
01/13/17,CUB,6.24
01/13/17,CUBE,6.13
01/13/17,CUBI,5.35
01/13/17,CUBN,0.03
01/13/17,CUDA,4.51
01/13/17,CUI,3.98
01/13/17,CUNB,1.05
01/13/17,CUO,0.43
01/13/17,CUR,8.34
01/13/17,CUTR,1.08
01/13/17,CUZ,18.49
01/13/17,CVA,9.3
01/13/17,CVBF,6.69
