date,symbol,Short Percentage Of Float
01/11/05,AIR,5.29
01/11/05,AIRM,1.49
01/11/05,AIRT,2.35
01/11/05,AIT,2.37
01/11/05,AIV,3.53
01/11/05,AIZ,0.62
01/11/05,AJG,3.16
01/11/05,AJRD,10.12
01/11/05,AKAM,9
01/11/05,AKR,1.54
01/11/05,AKRX,3.91
01/11/05,AKS,9.02
01/11/05,ALCO,0.32
01/11/05,ALE,1.69
01/11/05,ALG,0.17
01/11/05,ALGN,8.9
01/11/05,ALK,14.32
01/11/05,ALKS,5.25
01/11/05,ALL,1.48
01/11/05,ALNY,0.73
01/11/05,ALOG,4.95
01/11/05,ALOT,0.09
01/11/05,ALR,3.29
01/11/05,ALSK,1.21
01/11/05,ALTI,1.92
01/11/05,ALTR,3.59
01/11/05,ALTV,0.13
01/11/05,ALX,0.92
01/11/05,ALXN,3.95
01/11/05,AMAG,4.57
01/11/05,AMAT,2.23
01/11/05,AMCC,1.43
01/11/05,AMD,10.58
01/11/05,AME,1.08
01/11/05,AMED,16.35
01/11/05,AMG,44.11
01/11/05,AMGN,1.52
01/11/05,AMKR,3.47
01/11/05,AMN,8.52
01/11/05,AMNB,0.1
01/11/05,AMOT,0.07
01/11/05,AMPH,0.17
01/11/05,AMRB,0.03
01/11/05,AMRI,4.74
01/11/05,AMS,0.02
01/11/05,AMSC,10.18
01/11/05,AMSWA,0.17
01/11/05,AMT,6.86
01/11/05,AMTD,3.12
01/11/05,AMWD,0.96
01/11/05,AMZN,6.58
01/11/05,AN,4.63
01/11/05,ANAD,2.36
01/11/05,ANAT,0.05
01/11/05,ANDE,0.06
01/11/05,ANF,4.32
01/11/05,ANGO,0.85
01/11/05,ANH,1.68
01/11/05,ANIK,0.3
01/11/05,ANIP,2.84
01/11/05,ANN,6.04
01/11/05,ANSS,2.37
01/11/05,ANTM,1.31
01/11/05,AOBC,0.11
01/11/05,AOI,2.19
01/11/05,AON,3.49
01/11/05,AOS,6.35
01/11/05,APA,0.96
01/11/05,APAGF,0
01/11/05,APC,2.8
01/11/05,APD,1.02
01/11/05,APH,1.94
01/11/05,APL,0.16
01/11/05,APOG,1.22
01/11/05,APOL,5.32
01/11/05,APRI,1.38
01/11/05,APT,0.05
01/11/05,APU,0.1
01/11/05,ARCB,3.61
01/11/05,ARDM,3.2
01/11/05,ARE,3.08
01/11/05,ARG,3.02
01/11/05,ARIA,3.36
01/11/05,ARKR,0.21
01/11/05,ARL,0.21
01/11/05,ARLP,1
01/11/05,ARLZ,2.56
01/11/05,ARNA,2.28
01/11/05,AROC,0.92
01/11/05,ARQL,1.08
01/11/05,ARRS,3.14
01/11/05,ARRY,1.77
01/11/05,ARTW,0.08
01/11/05,ARTX,4.16
01/11/05,ARW,2.63
01/11/05,ARWR,1.72
01/11/05,ASB,0.86
01/11/05,ASEI,2.03
01/11/05,ASFI,2.63
01/11/05,ASGN,1.15
01/11/05,ASH,0.89
01/11/05,ASNA,3.83
01/11/05,ASRV,0.01
01/11/05,ASTC,1.3
01/11/05,ASTE,1.66
01/11/05,ASUR,0.35
01/11/05,ASYS,0.01
01/11/05,ATAX,0.01
01/11/05,ATEA,0.02
01/11/05,ATI,4.76
01/11/05,ATLC,2.28
01/11/05,ATLO,0.01
01/11/05,ATML,1.78
01/11/05,ATNI,0.06
01/11/05,ATO,4.7
01/11/05,ATR,0.98
01/11/05,ATRI,0.13
01/11/05,ATRM,0.47
01/11/05,ATRO,0.18
01/11/05,ATRS,0.65
01/11/05,ATTU,0.32
01/11/05,ATU,4.14
01/11/05,ATVI,3.64
01/11/05,ATW,1.58
01/11/05,AUBN,0.01
01/11/05,AUDC,7.72
01/11/05,AUMN,6.63
01/11/05,AUXL,1.13
01/11/05,AVA,1.46
01/11/05,AVB,2.59
01/11/05,AVD,9.09
01/11/05,AVHI,7.3
01/11/05,AVIR,2.17
01/11/05,AVNR,1.9
01/11/05,AVP,1.32
01/11/05,AVT,3.23
01/11/05,AVX,1.38
01/11/05,AVY,2.2
01/11/05,AWR,1.52
01/11/05,AWRE,0.42
01/11/05,AWX,0.14
01/11/05,AXAS,1.98
01/11/05,AXDX,0.08
01/11/05,AXE,3.59
01/11/05,AXL,8.01
01/11/05,AXLL,2.99
01/11/05,AXP,0.88
01/11/05,AXS,0.24
01/11/05,AXTI,0.04
01/11/05,AYI,1.68
01/11/05,AZO,7.25
01/11/05,AZPN,13.4
01/11/05,B,2.08
01/11/05,BA,0.9
01/11/05,BABY,1.16
01/11/05,BAC,0.95
01/11/05,BAMM,0.82
01/11/05,BANC,0.05
01/11/05,BANF,0.71
01/11/05,BANR,0.49
01/11/05,BAP,0.01
01/11/05,BASI,0.07
01/11/05,BAX,1.24
01/11/05,BBBY,2.08
01/11/05,BBG,8.88
01/11/05,BBGI,0.31
01/11/05,BBOX,7.98
01/11/05,BBSI,0.05
01/11/05,BBT,1.31
01/11/05,BBW,7.4
01/11/05,BBX,1.39
01/11/05,BBY,2.74
01/11/05,BC,1.73
01/11/05,BCO,1.52
01/11/05,BCOR,14.61
01/11/05,BCPC,0.03
01/11/05,BCR,1.4
01/11/05,BCRX,1.25
01/11/05,BDC,3.02
01/11/05,BDL,0.16
01/11/05,BDMS,0.04
01/11/05,BDN,1.7
01/11/05,BDSI,0.05
01/11/05,BDX,0.54
01/11/05,BEAV,3.11
01/11/05,BEBE,2.49
01/11/05,BECN,2.23
01/11/05,BEE,0.42
01/11/05,BEL,0.48
01/11/05,BELFA,0.03
01/11/05,BELFB,2.49
01/11/05,BEN,1.38
01/11/05,BF.A,0.04
01/11/05,BFS,1.45
01/11/05,BG,2.38
01/11/05,BGC,8.37
01/11/05,BGCP,1.54
01/11/05,BGFV,1.07
01/11/05,BGG,4.93
01/11/05,BH,1.56
01/11/05,BHB,0.01
01/11/05,BHE,4.5
01/11/05,BHI,3.26
01/11/05,BHLB,1.17
01/11/05,BID,6.81
01/11/05,BIG,6.51
01/11/05,BIIB,2.91
01/11/05,BIO,1.34
01/11/05,BIOL,32.7
01/11/05,BIOS,8.07
01/11/05,BIRT,0.74
01/11/05,BJRI,5.21
01/11/05,BK,0.78
01/11/05,BKE,0.33
01/11/05,BKH,4.17
01/11/05,BKMU,1.45
01/11/05,BKS,3.7
01/11/05,BKSC,0.23
01/11/05,BLK,0.41
01/11/05,BLKB,0.62
01/11/05,BLL,1.71
01/11/05,BLT,0.81
01/11/05,BLX,0.4
01/11/05,BMI,0.06
01/11/05,BMR,1.72
01/11/05,BMRC,0.06
01/11/05,BMRN,3.54
01/11/05,BMS,2.18
01/11/05,BMTC,1.62
01/11/05,BMY,1.29
01/11/05,BNCN,0.07
01/11/05,BNSO,0.08
01/11/05,BOBE,5.04
01/11/05,BOH,1.9
01/11/05,BOKF,0.14
01/11/05,BOLT,0.05
01/11/05,BONT,0.54
01/11/05,BOOM,4
01/11/05,BOSC,0.01
01/11/05,BPFH,12.63
01/11/05,BPL,0.46
01/11/05,BPOP,0.27
01/11/05,BPT,2.9
01/11/05,BRC,1.01
01/11/05,BRCD,3.94
01/11/05,BRCM,4.08
01/11/05,BREW,2.18
01/11/05,BRID,0.28
01/11/05,BRK.B,0.09
01/11/05,BRKL,6.65
01/11/05,BRKR,0.96
01/11/05,BRKS,4.6
01/11/05,BRLI,2.37
01/11/05,BRN,3.92
01/11/05,BRO,5.52
01/11/05,BRS,3.61
01/11/05,BRT,0.02
01/11/05,BSET,1.07
01/11/05,BSF,0.03
01/11/05,BSQR,0.27
01/11/05,BSRR,0.03
01/11/05,BSX,1
01/11/05,BTH,3.88
01/11/05,BTN,0.05
01/11/05,BTX,1.8
01/11/05,BUSE,0.53
01/11/05,BVSN,8.72
01/11/05,BVX,0.16
01/11/05,BWA,5
01/11/05,BWINA,0.01
01/11/05,BWL.A,0.01
01/11/05,BWLD,5.22
01/11/05,BXMT,1.25
01/11/05,BXP,2.13
01/11/05,BXS,1.27
01/11/05,BYBK,0.03
01/11/05,BYD,3.29
01/11/05,BYFC,0.11
01/11/05,BYI,12.69
01/11/05,BZH,25.61
01/11/05,C,0.44
01/11/05,CA,3.17
01/11/05,CAA,7.09
01/11/05,CAAS,1.19
01/11/05,CAB,3.39
01/11/05,CAC,0.67
01/11/05,CACB,1.88
01/11/05,CACC,1.36
01/11/05,CACH,1.83
01/11/05,CACI,3.76
01/11/05,CAG,1.58
01/11/05,CAH,1.76
01/11/05,CAKE,11.55
01/11/05,CAL,1.98
01/11/05,CALD,0.08
01/11/05,CALM,35.53
01/11/05,CAM,4.24
01/11/05,CAMP,1.71
01/11/05,CAR,0.6
01/11/05,CART,0.2
01/11/05,CARV,0.03
01/11/05,CASC,1.26
01/11/05,CASH,0.01
01/11/05,CASI,3.78
01/11/05,CASY,2.36
01/11/05,CAT,1.49
01/11/05,CATO,1.43
01/11/05,CATY,0.92
01/11/05,CAW,0.33
01/11/05,CB,0.77
01/11/05,CBAN,0.01
01/11/05,CBB,1.55
01/11/05,CBG,1.12
01/11/05,CBI,1.13
01/11/05,CBK,11.19
01/11/05,CBL,1.92
01/11/05,CBM,3.74
01/11/05,CBMX,1.15
01/11/05,CBRL,4.32
01/11/05,CBSH,0.94
01/11/05,CBST,5.54
01/11/05,CBT,0.94
01/11/05,CBU,1.95
01/11/05,CBZ,0.5
01/11/05,CCBG,1.4
01/11/05,CCC,3.76
01/11/05,CCE,1.26
01/11/05,CCF,0.01
01/11/05,CCI,2.23
01/11/05,CCK,2.03
01/11/05,CCL,1.68
01/11/05,CCMP,21.1
01/11/05,CCNE,0.02
01/11/05,CCOI,0.38
01/11/05,CCRN,7.57
01/11/05,CCUR,0.88
01/11/05,CDE,3.12
01/11/05,CDI,3.05
01/11/05,CDNS,3.37
01/11/05,CDOR,0.02
01/11/05,CDR,0.75
01/11/05,CEB,2.54
01/11/05,CECE,0.48
01/11/05,CECO,9.54
01/11/05,CELG,6.46
01/11/05,CENT,2.1
01/11/05,CENX,5.23
01/11/05,CEQP,0.24
01/11/05,CERN,26.18
01/11/05,CERS,1.1
01/11/05,CETC,0.01
01/11/05,CETV,1.27
01/11/05,CEVA,0.33
01/11/05,CFBK,0.18
01/11/05,CFFI,0.09
01/11/05,CFFN,1.35
01/11/05,CFI,0.78
01/11/05,CFNL,1.13
01/11/05,CFR,1.6
01/11/05,CGEN,0.14
01/11/05,CGI,0.26
01/11/05,CGNT,0.25
01/11/05,CGNX,2.91
01/11/05,CHCI,0.69
01/11/05,CHCO,1.25
01/11/05,CHD,2.24
01/11/05,CHDN,1
01/11/05,CHDX,2.75
01/11/05,CHE,4.34
01/11/05,CHFC,1.14
01/11/05,CHFN,0.27
01/11/05,CHH,1.83
01/11/05,CHK,2.6
01/11/05,CHKE,1.04
01/11/05,CHKP,2.39
01/11/05,CHMT,2.76
01/11/05,CHRW,4.09
01/11/05,CHS,18.32
01/11/05,CI,2.08
01/11/05,CIA,1.38
01/11/05,CIDM,0.02
01/11/05,CIEN,2.19
01/11/05,CIMT,0
01/11/05,CINF,1.18
01/11/05,CIR,0.76
01/11/05,CIVB,0.03
01/11/05,CIX,0.15
01/11/05,CKEC,1.4
01/11/05,CKH,8.45
01/11/05,CKP,2.78
01/11/05,CKSW,0
01/11/05,CL,0.43
01/11/05,CLB,0.48
01/11/05,CLBH,0.04
01/11/05,CLC,1.04
01/11/05,CLCT,0.95
01/11/05,CLDX,1.05
01/11/05,CLF,16.77
01/11/05,CLFD,0.09
01/11/05,CLGX,2.15
01/11/05,CLH,13.06
01/11/05,CLI,1.45
01/11/05,CLMS,0.69
01/11/05,CLSN,0.08
01/11/05,CLWT,0.69
01/11/05,CLX,1.88
01/11/05,CMA,1.82
01/11/05,CMC,3.91
01/11/05,CMCO,0.74
01/11/05,CMCSA,1.77
01/11/05,CMCT,0.02
01/11/05,CME,5.89
01/11/05,CMI,5.1
01/11/05,CMLS,3.84
01/11/05,CMO,12.44
01/11/05,CMP,0.94
01/11/05,CMS,9.19
01/11/05,CMT,0.02
01/11/05,CMTL,4.33
01/11/05,CNA,0.56
01/11/05,CNBKA,0.83
01/11/05,CNC,2.75
01/11/05,CNL,1.41
01/11/05,CNMD,4.08
01/11/05,CNO,5.04
01/11/05,CNOB,0.45
01/11/05,CNP,6.04
01/11/05,CNQR,6.05
01/11/05,CNS,1.14
01/11/05,CNTY,0.69
01/11/05,CNVR,3.85
01/11/05,CNW,1.35
01/11/05,CNX,3.97
01/11/05,CNXN,0.33
01/11/05,COB,0.04
01/11/05,COBR,0.48
01/11/05,COBZ,0.93
01/11/05,COF,3.23
01/11/05,COG,2.22
01/11/05,COH,2.17
01/11/05,COHR,2.36
01/11/05,COHU,1.42
01/11/05,COKE,0.58
01/11/05,COL,1.86
01/11/05,COLB,0.66
01/11/05,COLM,4.55
01/11/05,CONN,2.85
01/11/05,COO,6.12
01/11/05,COP,0.61
01/11/05,CORT,0.47
01/11/05,COST,2.45
01/11/05,CPB,1.82
01/11/05,CPE,3.6
01/11/05,CPF,1.71
01/11/05,CPHC,0.05
01/11/05,CPHD,2.29
01/11/05,CPK,0.1
01/11/05,CPRT,1.6
01/11/05,CPSI,0.75
01/11/05,CPSS,0.01
01/11/05,CPST,1.59
01/11/05,CPT,6.12
01/11/05,CPWR,0.51
01/11/05,CQB,7.54
01/11/05,CR,3.76
01/11/05,CRAI,7.93
01/11/05,CRAY,8.92
01/11/05,CRD.A,0.07
01/11/05,CRDS,0.02
01/11/05,CREE,24.66
01/11/05,CRI,1.33
01/11/05,CRIS,1.71
01/11/05,CRK,3.48
01/11/05,CRL,2.89
01/11/05,CRM,4.58
01/11/05,CRNT,0.23
01/11/05,CRR,2.16
01/11/05,CRRC,0.72
01/11/05,CRS,3.01
01/11/05,CRT,1.41
01/11/05,CRTN,0.1
01/11/05,CRUS,2.95
01/11/05,CRV,0.07
01/11/05,CRVL,0.8
01/11/05,CRVP,0.01
01/11/05,CRWN,1.15
01/11/05,CRY,19.56
01/11/05,CRZO,5.06
01/11/05,CSBK,0.54
01/11/05,CSCD,0.58
01/11/05,CSCO,0.7
01/11/05,CSFL,0.03
01/11/05,CSGP,7.22
01/11/05,CSGS,4.12
01/11/05,CSH,2.61
01/11/05,CSL,1.81
01/11/05,CSPI,0.07
01/11/05,CSS,0.35
01/11/05,CSU,0.3
01/11/05,CSV,0.3
01/11/05,CSWC,0.47
01/11/05,CSX,1.42
01/11/05,CTAS,3.16
01/11/05,CTB,9.61
01/11/05,CTBI,0.43
01/11/05,CTG,0.09
01/11/05,CTHR,0.48
01/11/05,CTIB,0.79
01/11/05,CTIC,5.3
01/11/05,CTL,4.18
01/11/05,CTO,0.6
01/11/05,CTS,3.29
01/11/05,CTSH,3.7
01/11/05,CTWS,0.9
01/11/05,CTXS,1.72
01/11/05,CUB,6.77
01/11/05,CUBE,1.48
01/11/05,CUO,1.22
01/11/05,CUTR,0.28
01/11/05,CUZ,1.63
01/11/05,CVA,1.28
01/11/05,CVBF,1.37
01/11/05,CVC,5.39
01/11/05,CVCO,0.55
01/11/05,CVD,1.09
01/11/05,CVG,2.29
01/11/05,CVGI,3.85
01/11/05,CVGW,0.13
01/11/05,CVLY,0.02
01/11/05,CVM,0.44
01/11/05,CVO,0.28
01/11/05,CVS,2.17
01/11/05,CVTI,0.42
01/11/05,CVU,0.1
01/11/05,CVV,0.03
01/11/05,CVX,0.65
01/11/05,CW,5.22
01/11/05,CWCO,0.3
01/11/05,CWEI,4.63
01/11/05,CWST,1.63
01/11/05,CWT,2.05
01/11/05,CXW,1.75
01/11/05,CY,9.93
01/11/05,CYAN,0.03
01/11/05,CYBE,4.94
01/11/05,CYH,0.83
01/11/05,CYN,1.05
01/11/05,CYT,2.41
01/11/05,CYTK,1.85
01/11/05,CYTR,3.81
01/11/05,D,4.35
01/11/05,DAIO,0.05
01/11/05,DAKT,2.84
01/11/05,DAR,0.67
01/11/05,DARA,0.27
01/11/05,DAVE,0.7
01/11/05,DBD,3.11
01/11/05,DCI,3.68
01/11/05,DCO,0.46
01/11/05,DCOM,2.34
01/11/05,DCTH,6.08
01/11/05,DD,1.39
01/11/05,DDD,1.15
01/11/05,DDE,0.61
01/11/05,DDR,1.25
01/11/05,DDS,5.38
01/11/05,DE,1.46
01/11/05,DECK,27.69
01/11/05,DEL,1.15
01/11/05,DEPO,7.98
01/11/05,DEST,3.57
01/11/05,DF,1.46
01/11/05,DFBG,0.38
01/11/05,DGAS,0.03
01/11/05,DGICA,0.36
01/11/05,DGII,0.94
01/11/05,DGSE,0.03
01/11/05,DGX,4.59
01/11/05,DHI,3.26
01/11/05,DHIL,0.16
01/11/05,DHR,2.27
01/11/05,DIN,2.39
01/11/05,DIOD,4.63
01/11/05,DIS,1.79
01/11/05,DISH,1.61
01/11/05,DIT,0.02
01/11/05,DJCO,0.1
01/11/05,DKS,10.91
01/11/05,DLA,0.19
01/11/05,DLHC,0.11
01/11/05,DLR,2.02
01/11/05,DLTR,5.73
01/11/05,DLX,6.55
01/11/05,DMLP,0.15
01/11/05,DNB,0.93
01/11/05,DNR,1.84
01/11/05,DO,7.32
01/11/05,DORM,0.01
01/11/05,DOV,1.39
01/11/05,DOW,1
01/11/05,DOX,1.66
01/11/05,DPW,0.74
01/11/05,DPZ,0.86
01/11/05,DRAD,0.01
01/11/05,DRAM,0.01
01/11/05,DRE,1.09
01/11/05,DRI,2.11
01/11/05,DRIV,8.45
01/11/05,DRQ,1.26
01/11/05,DRRX,6.91
01/11/05,DS,0.99
01/11/05,DSPG,2.24
01/11/05,DSS,1.44
01/11/05,DST,5.35
01/11/05,DSWL,0.13
01/11/05,DTE,1.68
01/11/05,DTLK,0.02
01/11/05,DTRM,0.31
01/11/05,DTSI,9.31
01/11/05,DTV,1.19
01/11/05,DUK,1.86
01/11/05,DV,5.53
01/11/05,DVA,1.97
01/11/05,DVAX,0.27
01/11/05,DVD,0.27
01/11/05,DVN,1.9
01/11/05,DWA,1.36
01/11/05,DWCH,0.02
01/11/05,DX,0.03
01/11/05,DXLG,7.3
01/11/05,DXPE,0.04
01/11/05,DXR,0.4
01/11/05,DXYN,0.16
01/11/05,DY,3.3
01/11/05,DYAX,2.75
01/11/05,DYNT,0.06
01/11/05,DZSI,2.09
01/11/05,EA,5.91
01/11/05,EAC,2.22
01/11/05,EAT,3.55
01/11/05,EBAY,2.96
01/11/05,EBF,0.52
01/11/05,EBIX,0.07
01/11/05,ECL,2.54
01/11/05,ECOL,0.16
01/11/05,ECPG,1.82
01/11/05,ECTE,4.97
01/11/05,ED,2.89
01/11/05,EDE,2.95
01/11/05,EDGW,0.2
01/11/05,EE,1.38
01/11/05,EEFT,2.8
01/11/05,EEI,0.01
01/11/05,EEP,0.39
01/11/05,EEQ,2.14
01/11/05,EFII,4.12
01/11/05,EFOI,2.29
01/11/05,EFX,2.63
01/11/05,EGBN,0.01
01/11/05,EGHT,13.2
01/11/05,EGN,1.79
01/11/05,EGOV,1.41
01/11/05,EGP,2.31
01/11/05,EGT,2.29
01/11/05,EGY,2.01
01/11/05,EIX,1.55
01/11/05,EL,0.44
01/11/05,ELGX,1.19
01/11/05,ELNK,5.21
01/11/05,ELON,3.33
01/11/05,ELOS,4.73
01/11/05,ELRC,0.62
01/11/05,ELS,1.87
01/11/05,ELSE,0.25
01/11/05,ELTK,0.02
01/11/05,ELX,5.69
01/11/05,ELY,11.95
01/11/05,EMAN,0.69
01/11/05,EMC,0.69
01/11/05,EMCI,0.27
01/11/05,EME,7.06
01/11/05,EMKR,1.94
01/11/05,EML,0.01
01/11/05,EMMS,3.14
01/11/05,EMN,2.83
01/11/05,EMR,0.77
01/11/05,ENDP,1.76
01/11/05,ENG,0.31
01/11/05,ENH,0.15
01/11/05,ENLC,0.62
01/11/05,ENLK,0.16
01/11/05,ENS,0.21
01/11/05,ENTG,3.36
01/11/05,ENVE,0.57
01/11/05,ENZ,11.21
01/11/05,ENZN,5.46
01/11/05,EOG,2.17
01/11/05,EPAX,0.76
01/11/05,EPAY,0.4
01/11/05,EPC,4.02
01/11/05,EPD,0.76
01/11/05,EPIQ,7.76
01/11/05,EPR,1.14
01/11/05,EQC,2.02
01/11/05,EQIX,6.18
01/11/05,EQR,2.38
01/11/05,EQT,2.46
01/11/05,EQY,0.97
01/11/05,ERB,0.32
01/11/05,ERIE,1.15
01/11/05,ERS,0.01
01/11/05,ES,1.33
01/11/05,ESBF,0.42
01/11/05,ESBK,0.05
01/11/05,ESC,0.09
01/11/05,ESCA,0.31
01/11/05,ESE,1.31
01/11/05,ESGR,0.34
01/11/05,ESIO,2.8
01/11/05,ESL,1.73
01/11/05,ESLT,0.04
01/11/05,ESMC,4.16
01/11/05,ESND,2.17
01/11/05,ESP,0.01
01/11/05,ESRX,5.07
01/11/05,ESS,5.71
01/11/05,ESV,3.72
01/11/05,ESYS,0.03
01/11/05,ETFC,2.09
01/11/05,ETH,7.84
01/11/05,ETM,2.81
01/11/05,ETN,1.16
01/11/05,ETP,0.74
01/11/05,ETR,1.72
01/11/05,EV,3.63
01/11/05,EVBS,0.21
01/11/05,EVC,0.4
01/11/05,EVHC,8.71
01/11/05,EVLV,3.89
01/11/05,EVOL,0.55
01/11/05,EW,7.08
01/11/05,EWBC,2.86
01/11/05,EXAC,0.34
01/11/05,EXAR,4.31
01/11/05,EXAS,2.23
01/11/05,EXC,1.15
01/11/05,EXEL,4.02
01/11/05,EXP,11.02
01/11/05,EXPD,4.44
01/11/05,EXPO,0.47
01/11/05,EXR,1.63
01/11/05,EXTR,1.7
01/11/05,EZCH,2.01
01/11/05,EZPW,2.12
01/11/05,F,5.16
01/11/05,FAC,0.5
01/11/05,FALC,12.16
01/11/05,FARM,0.42
01/11/05,FARO,3.32
01/11/05,FAST,5.67
01/11/05,FBC,6.92
01/11/05,FBNC,0.42
01/11/05,FBP,2.12
01/11/05,FBSS,0.01
01/11/05,FC,0.02
01/11/05,FCBC,0.51
01/11/05,FCCO,0.13
01/11/05,FCCY,0.08
01/11/05,FCE.A,0.67
01/11/05,FCEL,13.89
01/11/05,FCF,1.49
01/11/05,FCFS,1.21
01/11/05,FCH,6.43
01/11/05,FCLF,0.09
01/11/05,FCN,10.02
01/11/05,FCNCA,0.35
01/11/05,FCS,2.8
01/11/05,FCX,6.31
01/11/05,FDEF,0.13
01/11/05,FDO,3.26
01/11/05,FDP,8.19
01/11/05,FDS,7.16
01/11/05,FDX,1.21
01/11/05,FE,0.97
01/11/05,FEIC,5.8
01/11/05,FEIM,0.04
01/11/05,FELE,0.65
01/11/05,FFBC,1.17
01/11/05,FFG,0.38
01/11/05,FFIC,1.25
01/11/05,FFIN,1.11
01/11/05,FFIV,7.3
01/11/05,FFKT,0.39
01/11/05,FFKY,0.05
01/11/05,FGP,0.54
01/11/05,FHN,3.76
01/11/05,FICO,4.45
01/11/05,FII,1.76
01/11/05,FINL,4.27
01/11/05,FIS,1.91
01/11/05,FISI,0.41
01/11/05,FISV,3.36
01/11/05,FITB,1.7
01/11/05,FIX,0.73
01/11/05,FIZZ,0.12
01/11/05,FL,1.49
01/11/05,FLEX,2.37
01/11/05,FLIC,0.36
01/11/05,FLIR,7.22
01/11/05,FLO,1.71
01/11/05,FLR,7.67
01/11/05,FLS,2.43
01/11/05,FLWS,1.15
01/11/05,FLXS,0.06
01/11/05,FMBI,1.01
01/11/05,FMC,1.66
01/11/05,FMD,3.33
01/11/05,FMER,1.94
01/11/05,FNB,5.3
01/11/05,FNFG,3.42
01/11/05,FNHC,6.15
01/11/05,FNLC,0.1
01/11/05,FNSR,3.25
01/11/05,FOE,2.42
01/11/05,FONR,0.01
01/11/05,FORD,0.06
01/11/05,FORM,7.24
01/11/05,FORR,1.07
01/11/05,FOSL,1.86
01/11/05,FOXA,2.51
01/11/05,FPO,0.27
01/11/05,FR,4.65
01/11/05,FRBK,0.04
01/11/05,FRD,1.1
01/11/05,FRED,11.93
01/11/05,FRM,0.01
01/11/05,FRME,0.85
01/11/05,FRO,3
01/11/05,FRPH,0.03
01/11/05,FRS,0.14
01/11/05,FRT,1.51
01/11/05,FSBK,0.86
01/11/05,FSI,0.04
01/11/05,FSS,8.87
01/11/05,FSTR,0.01
01/11/05,FSYS,2.4
01/11/05,FTEK,0.28
01/11/05,FTR,2.3
01/11/05,FUL,2.75
01/11/05,FULT,1.54
01/11/05,FUN,0.64
01/11/05,FUNC,0.03
01/11/05,FUSB,0.1
01/11/05,FVE,0.86
01/11/05,FWRD,2.27
01/11/05,FXEN,4.62
01/11/05,GABC,0.78
01/11/05,GAI,0.14
01/11/05,GAIA,0.56
01/11/05,GALT,0.61
01/11/05,GAS,1.52
01/11/05,GATX,7.34
01/11/05,GBCI,1.18
01/11/05,GBL,1.61
01/11/05,GBLI,1.24
01/11/05,GBX,1.38
01/11/05,GCBC,0.01
01/11/05,GCO,7.26
01/11/05,GD,0.79
01/11/05,GDEN,9.97
01/11/05,GE,0.37
01/11/05,GEC,12.99
01/11/05,GEF,1.58
01/11/05,GEL,0.01
01/11/05,GEO,0.82
01/11/05,GEOS,0.03
01/11/05,GERN,9.05
01/11/05,GES,1.11
01/11/05,GEVA,12.64
01/11/05,GFED,0.09
01/11/05,GFF,8.27
01/11/05,GGG,0.83
01/11/05,GGP,1.58
01/11/05,GHC,0.73
01/11/05,GHL,1.07
01/11/05,GHM,0.13
01/11/05,GIFI,0.92
01/11/05,GIGA,0.03
01/11/05,GIGM,0.01
01/11/05,GIII,0.06
01/11/05,GILD,1.8
01/11/05,GILT,0.44
01/11/05,GIS,2.06
01/11/05,GK,1.18
01/11/05,GKNT,1.42
01/11/05,GLAD,1.76
