date,symbol,Short Percentage Of Float
01/10/06,AGO,0.25
01/10/06,AGYS,3.44
01/10/06,AHL,1.83
01/10/06,AHPI,0.02
01/10/06,AHT,2.18
01/10/06,AI,8.91
01/10/06,AIG,0.94
01/10/06,AIII,0.03
01/10/06,AIN,2.76
01/10/06,AINV,2.27
01/10/06,AIQ,2.06
01/10/06,AIR,6.34
01/10/06,AIRM,0.8
01/10/06,AIRT,0.6
01/10/06,AIT,2.71
01/10/06,AIV,3.7
01/10/06,AIZ,2.25
01/10/06,AJG,5.54
01/10/06,AJRD,10.07
01/10/06,AKAM,5.29
01/10/06,AKR,2.07
01/10/06,AKS,10.82
01/10/06,ALCO,1.3
01/10/06,ALE,3.8
01/10/06,ALG,1.4
01/10/06,ALGN,20.7
01/10/06,ALJ,0.94
01/10/06,ALK,13.69
01/10/06,ALKS,11.29
01/10/06,ALL,1.2
01/10/06,ALNY,3.68
01/10/06,ALOG,6.35
01/10/06,ALOT,0.05
01/10/06,ALR,4.05
01/10/06,ALSK,3.13
01/10/06,ALTI,8
01/10/06,ALTR,4.07
01/10/06,ALTV,0.25
01/10/06,ALX,0.86
01/10/06,ALXN,12.66
01/10/06,AMAG,1.64
01/10/06,AMAT,2.41
01/10/06,AMCC,2.6
01/10/06,AMD,4.95
01/10/06,AME,3.04
01/10/06,AMED,47.73
01/10/06,AMG,13.45
01/10/06,AMGN,1.8
01/10/06,AMKR,5.69
01/10/06,AMN,5.97
01/10/06,AMNB,0.38
01/10/06,AMOT,0.03
01/10/06,AMP,1
01/10/06,AMPH,0.18
01/10/06,AMRB,0.01
01/10/06,AMRI,6.77
01/10/06,AMS,0.04
01/10/06,AMSC,10.64
01/10/06,AMSF,0.01
01/10/06,AMSWA,0.18
01/10/06,AMT,7.07
01/10/06,AMTD,1.81
01/10/06,AMWD,5.44
01/10/06,AMZN,8.37
01/10/06,AN,4.59
01/10/06,ANAD,2.94
01/10/06,ANAT,0.04
01/10/06,ANCX,0.02
01/10/06,ANDE,1.97
01/10/06,ANF,3.49
01/10/06,ANGO,1.68
01/10/06,ANH,5.16
01/10/06,ANIK,0.74
01/10/06,ANIP,2.09
01/10/06,ANN,7.22
01/10/06,ANSS,3.42
01/10/06,ANTM,0.68
01/10/06,AOBC,1.98
01/10/06,AOI,3.04
01/10/06,AON,1.94
01/10/06,AOS,6.33
01/10/06,AP,0.24
01/10/06,APA,1.95
01/10/06,APAGF,0.04
01/10/06,APC,2.9
01/10/06,APD,0.7
01/10/06,APH,2.01
01/10/06,APL,0.22
01/10/06,APOG,2.25
01/10/06,APOL,5.61
01/10/06,APRI,1.3
01/10/06,APT,0.31
01/10/06,APU,0.2
01/10/06,ARC,0.95
01/10/06,ARCB,14.86
01/10/06,ARCC,3.32
01/10/06,ARDM,1.71
01/10/06,ARE,4.83
01/10/06,ARG,2.51
01/10/06,ARIA,7.17
01/10/06,ARKR,0.05
01/10/06,ARL,0.01
01/10/06,ARLP,0.85
01/10/06,ARLZ,7.35
01/10/06,ARNA,12.53
01/10/06,ARQL,3.22
01/10/06,ARRS,7.69
01/10/06,ARRY,3.96
01/10/06,ARTX,4.14
01/10/06,ARW,1.82
01/10/06,ARWR,0.49
01/10/06,ASB,1.89
01/10/06,ASBI,0.13
01/10/06,ASEI,14.62
01/10/06,ASFI,20.52
01/10/06,ASGN,0.91
01/10/06,ASH,4.05
01/10/06,ASNA,7.58
01/10/06,ASRV,0.02
01/10/06,ASTC,0.11
01/10/06,ASTE,3.92
01/10/06,ASUR,0.55
01/10/06,ASYS,0.16
01/10/06,ATAX,0.01
01/10/06,ATEA,1.1
01/10/06,ATI,4.28
01/10/06,ATLC,12.61
01/10/06,ATLO,2.46
01/10/06,ATML,4.29
01/10/06,ATNI,0.01
01/10/06,ATO,2.24
01/10/06,ATR,0.79
01/10/06,ATRC,0.24
01/10/06,ATRI,0.03
01/10/06,ATRM,0.05
01/10/06,ATRO,0.19
01/10/06,ATRS,1.49
01/10/06,ATSG,2.28
01/10/06,ATTU,0.11
01/10/06,ATU,4.67
01/10/06,ATVI,6.62
01/10/06,ATW,5.98
01/10/06,AUBN,0.02
01/10/06,AUDC,5.21
01/10/06,AUMN,4.47
01/10/06,AUXL,0.17
01/10/06,AVA,4.4
01/10/06,AVB,3.08
01/10/06,AVD,4.93
01/10/06,AVHI,12.06
01/10/06,AVIR,10.14
01/10/06,AVNR,4.25
01/10/06,AVP,1.46
01/10/06,AVT,1.74
01/10/06,AVX,1.86
01/10/06,AVY,1.61
01/10/06,AWR,3.92
01/10/06,AWRE,1.76
01/10/06,AWX,0.05
01/10/06,AXAS,3.63
01/10/06,AXDX,0.08
01/10/06,AXE,6.07
01/10/06,AXL,16.93
01/10/06,AXLL,6.59
01/10/06,AXP,1.29
01/10/06,AXR,0.1
01/10/06,AXS,0.4
01/10/06,AXTI,0.24
01/10/06,AYI,5.23
01/10/06,AZO,3.42
01/10/06,AZPN,12.01
01/10/06,AZZ,0.13
01/10/06,B,3.1
01/10/06,BA,1.1
01/10/06,BABY,1.66
01/10/06,BAC,0.85
01/10/06,BAMM,0.24
01/10/06,BANC,0.01
01/10/06,BANF,1.38
01/10/06,BANR,2.13
01/10/06,BAP,0.08
01/10/06,BAS,0.16
01/10/06,BASI,0.17
01/10/06,BAX,0.86
01/10/06,BBBY,1.72
01/10/06,BBG,1.7
01/10/06,BBGI,0.72
01/10/06,BBOX,5.04
01/10/06,BBSI,0.86
01/10/06,BBT,1.45
01/10/06,BBW,20.9
01/10/06,BBX,4.97
01/10/06,BBY,2.43
01/10/06,BC,2.47
01/10/06,BCBP,0.26
01/10/06,BCO,2.77
01/10/06,BCOR,7.01
01/10/06,BCPC,2.24
01/10/06,BCR,1.13
01/10/06,BCRX,12.61
01/10/06,BDC,5.06
01/10/06,BDMS,0.05
01/10/06,BDN,6.54
01/10/06,BDR,0.01
01/10/06,BDSI,0.03
01/10/06,BDX,0.73
01/10/06,BEAV,4.72
01/10/06,BEBE,1.49
01/10/06,BECN,9.05
01/10/06,BEE,3.7
01/10/06,BEL,1.31
01/10/06,BELFA,0.02
01/10/06,BELFB,3.95
01/10/06,BEN,0.79
01/10/06,BF.A,0.03
01/10/06,BFIN,2.74
01/10/06,BFS,1.48
01/10/06,BG,4.52
01/10/06,BGC,3.37
01/10/06,BGCP,2.46
01/10/06,BGFV,4.2
01/10/06,BGG,9.16
01/10/06,BGI,0.04
01/10/06,BH,4.13
01/10/06,BHB,0.02
01/10/06,BHE,9.58
01/10/06,BHI,3.85
01/10/06,BHLB,2.01
01/10/06,BID,5.67
01/10/06,BIG,0.43
01/10/06,BIIB,2.73
01/10/06,BIO,2.69
01/10/06,BIOL,21.76
01/10/06,BIOS,6.61
01/10/06,BIRT,0.46
01/10/06,BJRI,5.78
01/10/06,BK,0.77
01/10/06,BKD,0.52
01/10/06,BKE,3.53
01/10/06,BKH,5.33
01/10/06,BKMU,2.66
01/10/06,BKS,5.99
01/10/06,BKSC,0.01
01/10/06,BLDR,2.3
01/10/06,BLK,0.78
01/10/06,BLKB,0.75
01/10/06,BLL,2.19
01/10/06,BLT,1.62
01/10/06,BLX,0.43
01/10/06,BMI,3.16
01/10/06,BMR,3.26
01/10/06,BMRN,4.86
01/10/06,BMS,2.94
01/10/06,BMTC,0.47
01/10/06,BMY,1.02
01/10/06,BNCN,0.02
01/10/06,BNSO,0.1
01/10/06,BOBE,9
01/10/06,BOFI,0.2
01/10/06,BOH,1.06
01/10/06,BOKF,0.22
01/10/06,BOLT,0.66
01/10/06,BONT,3.01
01/10/06,BOOM,20.63
01/10/06,BOSC,0.06
01/10/06,BPFH,6.06
01/10/06,BPL,0.47
01/10/06,BPOP,1.13
01/10/06,BPT,5.59
01/10/06,BRC,2.42
01/10/06,BRCD,2.63
01/10/06,BRCM,4.1
01/10/06,BREW,2.06
01/10/06,BRID,0.35
01/10/06,BRK.B,0.07
01/10/06,BRKL,7.13
01/10/06,BRKR,1.1
01/10/06,BRKS,3.83
01/10/06,BRLI,6.38
01/10/06,BRN,0.08
01/10/06,BRO,5.04
01/10/06,BRS,3.55
01/10/06,BRT,0.04
01/10/06,BSET,3.21
01/10/06,BSF,0.05
01/10/06,BSQR,0.67
01/10/06,BSRR,1.12
01/10/06,BSX,1.87
01/10/06,BTH,7.44
01/10/06,BTN,0.04
01/10/06,BTUI,4.66
01/10/06,BUSE,1.56
01/10/06,BVSN,3.97
01/10/06,BVX,0.01
01/10/06,BWA,6.33
01/10/06,BWL.A,0.03
01/10/06,BWLD,20.18
01/10/06,BWP,0.14
01/10/06,BXC,1.22
01/10/06,BXMT,3
01/10/06,BXP,1.99
01/10/06,BXS,3.6
01/10/06,BYD,2.37
01/10/06,BYFC,0.05
01/10/06,BYI,8.85
01/10/06,BZH,29.05
01/10/06,C,0.69
01/10/06,CA,2.76
01/10/06,CAA,6.58
01/10/06,CAAS,0.37
01/10/06,CAB,6.9
01/10/06,CAC,2.07
01/10/06,CACB,3.61
01/10/06,CACH,4.5
01/10/06,CACI,3.33
01/10/06,CAG,1.3
01/10/06,CAH,2.19
01/10/06,CAKE,7.07
01/10/06,CAL,2.48
01/10/06,CALD,0.02
01/10/06,CALM,3.19
01/10/06,CAM,4.76
01/10/06,CAMP,1.78
01/10/06,CAMT,0.01
01/10/06,CAR,0.94
01/10/06,CART,0.37
01/10/06,CARV,0.02
01/10/06,CASC,1.32
01/10/06,CASH,0.19
01/10/06,CASI,2.09
01/10/06,CASM,0.33
01/10/06,CASS,0.02
01/10/06,CASY,3.55
01/10/06,CAT,1.92
01/10/06,CATO,2.41
01/10/06,CATY,3.89
01/10/06,CAW,0.03
01/10/06,CB,1.07
01/10/06,CBAN,2.31
01/10/06,CBB,3.71
01/10/06,CBEY,5.48
01/10/06,CBG,2.39
01/10/06,CBI,0.57
01/10/06,CBK,5.13
01/10/06,CBL,2.63
01/10/06,CBM,7.76
01/10/06,CBMX,0.97
01/10/06,CBRL,5.23
01/10/06,CBS,1.1
01/10/06,CBS.A,0.08
01/10/06,CBSH,1.63
01/10/06,CBST,7.93
01/10/06,CBT,7.33
01/10/06,CBU,4.67
01/10/06,CBZ,2.24
01/10/06,CCBG,3.16
01/10/06,CCC,7.26
01/10/06,CCE,1.16
01/10/06,CCF,0.02
01/10/06,CCI,2.68
01/10/06,CCK,1.34
01/10/06,CCL,1.44
01/10/06,CCMP,24.06
01/10/06,CCNE,0.02
01/10/06,CCO,0.03
01/10/06,CCOI,1.06
01/10/06,CCRN,2.92
01/10/06,CCUR,0.73
01/10/06,CDE,5.61
01/10/06,CDI,2.89
01/10/06,CDNS,3.65
01/10/06,CDOR,0.01
01/10/06,CDR,13.44
01/10/06,CDZI,0.21
01/10/06,CE,0.74
01/10/06,CEB,1.57
01/10/06,CECE,1.01
01/10/06,CECO,15.27
01/10/06,CELG,6.64
01/10/06,CENT,6.71
01/10/06,CENX,6.64
01/10/06,CEQP,0.65
01/10/06,CERN,18.54
01/10/06,CERS,2.13
01/10/06,CETC,0.01
01/10/06,CETV,4.1
01/10/06,CEVA,0.18
01/10/06,CF,5.38
01/10/06,CFBK,0.36
01/10/06,CFFI,0.13
01/10/06,CFFN,0.89
01/10/06,CFI,0.44
01/10/06,CFNB,0.01
01/10/06,CFNL,3.35
01/10/06,CFR,1.46
01/10/06,CGEN,0.18
01/10/06,CGI,1.55
01/10/06,CGNT,0.25
01/10/06,CGNX,2.52
01/10/06,CHCI,4.6
01/10/06,CHCO,2.65
01/10/06,CHD,2.84
01/10/06,CHDN,2.24
01/10/06,CHDX,2.9
01/10/06,CHE,3.85
01/10/06,CHFC,2.97
01/10/06,CHFN,0.51
01/10/06,CHH,1.9
01/10/06,CHK,4.46
01/10/06,CHKE,1.99
01/10/06,CHKP,1.89
01/10/06,CHMT,2.02
01/10/06,CHRW,2.77
01/10/06,CHS,6.21
01/10/06,CI,1.12
01/10/06,CIA,2.47
01/10/06,CIDM,13.97
01/10/06,CIEN,3.86
01/10/06,CIFC,1.42
01/10/06,CINF,1.03
01/10/06,CIR,2.54
01/10/06,CIVB,0.08
01/10/06,CIX,0.26
01/10/06,CKEC,23.27
01/10/06,CKH,6.53
01/10/06,CKP,3.99
01/10/06,CKSW,0.02
01/10/06,CKX,0.01
01/10/06,CL,0.79
01/10/06,CLB,0.72
01/10/06,CLBH,0.03
01/10/06,CLC,3.46
01/10/06,CLCT,1.41
01/10/06,CLDX,1.57
01/10/06,CLF,11.06
01/10/06,CLFD,0.08
01/10/06,CLGX,3.48
01/10/06,CLH,9.47
01/10/06,CLI,2.43
01/10/06,CLMS,4.42
01/10/06,CLSN,0.03
01/10/06,CLWT,0.16
01/10/06,CLX,1.61
01/10/06,CMA,1.75
01/10/06,CMC,3.5
01/10/06,CMCO,1.02
01/10/06,CMCSA,2.13
01/10/06,CMCT,0.02
01/10/06,CME,6.06
01/10/06,CMI,9.89
01/10/06,CMLS,9.91
01/10/06,CMO,2.44
01/10/06,CMP,3.08
01/10/06,CMPR,0.28
01/10/06,CMS,7.03
01/10/06,CMT,0.33
01/10/06,CMTL,9.1
01/10/06,CNA,0.48
01/10/06,CNBKA,0.3
01/10/06,CNC,9.01
01/10/06,CNL,6.1
01/10/06,CNMD,5.23
01/10/06,CNO,7.96
01/10/06,CNOB,0.06
01/10/06,CNP,4.24
01/10/06,CNQR,6.7
01/10/06,CNS,1.4
01/10/06,CNSL,1.32
01/10/06,CNTY,0.57
01/10/06,CNVR,6.74
01/10/06,CNW,2.33
01/10/06,CNX,3.74
01/10/06,CNXN,1.04
01/10/06,COB,0.97
01/10/06,COBK,0.05
01/10/06,COBR,0.96
01/10/06,COBZ,3.95
01/10/06,COF,2
01/10/06,COG,3.47
01/10/06,COH,1.99
01/10/06,COHR,4.53
01/10/06,COHU,3.13
01/10/06,COKE,1.37
01/10/06,COL,1.45
01/10/06,COLB,2.43
01/10/06,COLM,8.89
01/10/06,CONN,10.83
01/10/06,COO,8.99
01/10/06,COOL,4.63
01/10/06,COP,1.93
01/10/06,CORE,0.26
01/10/06,CORT,0.54
01/10/06,COST,1.72
01/10/06,CPA,0.07
01/10/06,CPB,1.86
01/10/06,CPE,4.44
01/10/06,CPF,3.65
01/10/06,CPHC,0.02
01/10/06,CPHD,5.27
01/10/06,CPK,0.35
01/10/06,CPRT,1.5
01/10/06,CPSI,4.87
01/10/06,CPSS,0.47
01/10/06,CPST,11.3
01/10/06,CPT,2.37
01/10/06,CPWR,0.55
01/10/06,CQB,15.38
01/10/06,CR,2.86
01/10/06,CRAI,3.77
01/10/06,CRAY,4.23
01/10/06,CRD.A,0.1
01/10/06,CREE,15.85
01/10/06,CRI,3.68
01/10/06,CRIS,3.83
01/10/06,CRK,5.62
01/10/06,CRL,3.24
01/10/06,CRM,8.93
01/10/06,CRNT,0.09
01/10/06,CRR,7.47
01/10/06,CRRC,1.88
01/10/06,CRS,6.09
01/10/06,CRT,1.47
01/10/06,CRTN,0.2
01/10/06,CRUS,5.47
01/10/06,CRV,0
01/10/06,CRVL,1.8
01/10/06,CRWN,1.43
01/10/06,CRY,2.96
01/10/06,CRZO,11.07
01/10/06,CSBK,0.99
01/10/06,CSCD,0.42
01/10/06,CSCO,0.78
01/10/06,CSFL,0.02
01/10/06,CSGP,12.73
01/10/06,CSGS,5.88
01/10/06,CSH,3.18
01/10/06,CSL,3.15
01/10/06,CSPI,0.02
01/10/06,CSS,1.61
01/10/06,CSU,0.56
01/10/06,CSV,0.46
01/10/06,CSWC,1.66
01/10/06,CSX,1.71
01/10/06,CTAS,2.06
01/10/06,CTB,14.22
01/10/06,CTBI,2.24
01/10/06,CTG,0.15
01/10/06,CTHR,20.91
01/10/06,CTIB,0.74
01/10/06,CTIC,2.88
01/10/06,CTL,3.63
01/10/06,CTO,2.7
01/10/06,CTRN,3.53
01/10/06,CTS,3.06
01/10/06,CTSH,3.13
01/10/06,CTWS,2.2
01/10/06,CTXS,2.08
01/10/06,CUB,7.56
01/10/06,CUBE,1.97
01/10/06,CUO,1.33
01/10/06,CUTR,3.1
01/10/06,CUZ,3.08
01/10/06,CVA,2.63
01/10/06,CVBF,2.62
01/10/06,CVC,5.22
01/10/06,CVCO,0.62
01/10/06,CVCY,0.01
01/10/06,CVD,3.2
01/10/06,CVG,1.39
01/10/06,CVGI,6.83
01/10/06,CVGW,0.05
01/10/06,CVLY,0.05
01/10/06,CVM,0.12
01/10/06,CVO,5.02
01/10/06,CVR,1.68
01/10/06,CVS,1.85
01/10/06,CVTI,1.84
01/10/06,CVU,0.14
01/10/06,CVV,0.39
01/10/06,CVX,1.09
01/10/06,CW,3.74
01/10/06,CWBC,0.02
01/10/06,CWCO,2.6
01/10/06,CWEI,4.23
01/10/06,CWST,3.71
01/10/06,CWT,3.16
01/10/06,CXW,4.31
01/10/06,CY,15.5
01/10/06,CYAN,0.03
01/10/06,CYBE,2.98
01/10/06,CYH,2.16
01/10/06,CYN,0.9
01/10/06,CYNO,3.26
01/10/06,CYT,4.03
01/10/06,CYTK,1.12
01/10/06,CYTR,1.03
01/10/06,CYTX,0.19
01/10/06,CZNC,2.81
01/10/06,D,1.43
01/10/06,DAIO,0.33
01/10/06,DAKT,4.89
01/10/06,DAR,3.01
01/10/06,DARA,1.59
01/10/06,DAVE,0.48
01/10/06,DBD,2.94
01/10/06,DCI,2.06
01/10/06,DCO,0.05
01/10/06,DCOM,4.49
01/10/06,DCP,0.23
01/10/06,DCTH,7.6
01/10/06,DD,7.04
01/10/06,DDD,11.8
01/10/06,DDE,0.89
01/10/06,DDR,1.86
01/10/06,DDS,9.31
01/10/06,DE,1.01
01/10/06,DECK,33.12
01/10/06,DEL,3.39
01/10/06,DENN,3.06
01/10/06,DEPO,7.57
01/10/06,DEST,2.58
01/10/06,DF,2.02
01/10/06,DFBG,2.47
01/10/06,DFZ,0.03
01/10/06,DGICA,1.24
01/10/06,DGII,3.18
01/10/06,DGX,4.25
01/10/06,DHI,3.63
01/10/06,DHIL,0.13
01/10/06,DHR,1.55
01/10/06,DHT,0.11
01/10/06,DIN,4.34
01/10/06,DIOD,7.4
01/10/06,DIS,1.98
01/10/06,DISCA,2.42
01/10/06,DISH,1.46
01/10/06,DIT,0.03
01/10/06,DJCO,0.03
01/10/06,DKS,9.83
01/10/06,DLA,0.33
01/10/06,DLB,1.22
01/10/06,DLHC,0.03
01/10/06,DLLR,2.69
01/10/06,DLR,2.88
01/10/06,DLTR,2.75
01/10/06,DLX,5.07
01/10/06,DMLP,0.26
01/10/06,DMND,1.88
01/10/06,DNB,2.17
01/10/06,DNR,2.34
01/10/06,DO,7.76
01/10/06,DORM,1.18
01/10/06,DOV,0.96
01/10/06,DOVR,0.56
01/10/06,DOW,0.53
01/10/06,DOX,1.2
01/10/06,DPW,0.02
01/10/06,DPZ,2.04
01/10/06,DRAD,0.13
01/10/06,DRAM,0.08
01/10/06,DRC,0.52
01/10/06,DRE,2.91
01/10/06,DRH,1.23
01/10/06,DRI,1.9
01/10/06,DRIV,20.22
01/10/06,DRQ,5.62
01/10/06,DRRX,6.1
01/10/06,DRYS,6.99
01/10/06,DS,3.25
01/10/06,DSPG,4.06
01/10/06,DSS,5.94
01/10/06,DST,6.1
01/10/06,DSW,6.2
01/10/06,DSWL,0.18
01/10/06,DSX,4.24
01/10/06,DTE,1.99
01/10/06,DTLK,0.05
01/10/06,DTRM,0.36
01/10/06,DTSI,8.82
01/10/06,DTV,1.19
01/10/06,DUK,3.78
01/10/06,DV,14.63
01/10/06,DVA,1.94
01/10/06,DVAX,0.3
01/10/06,DVD,1.01
01/10/06,DVN,2.12
01/10/06,DWA,1.48
01/10/06,DWCH,0.09
01/10/06,DWSN,3.82
01/10/06,DX,0.01
01/10/06,DXCM,1.34
01/10/06,DXLG,6.24
01/10/06,DXPE,1.39
01/10/06,DXR,0.23
01/10/06,DXYN,3.46
01/10/06,DY,9.72
01/10/06,DYAX,1.98
01/10/06,DYNT,0.02
01/10/06,DZSI,3.12
01/10/06,EA,3.78
01/10/06,EAC,4.27
01/10/06,EAT,5.87
01/10/06,EBAY,3.55
01/10/06,EBF,3.84
01/10/06,EBIX,0.05
01/10/06,EBTC,0.01
01/10/06,ECL,1.75
01/10/06,ECOL,2.84
01/10/06,ECPG,5.8
01/10/06,ECTE,0.99
01/10/06,ED,3.07
01/10/06,EDE,2.52
01/10/06,EDGW,0.24
01/10/06,EDR,2.89
01/10/06,EDUC,0.01
01/10/06,EE,4.37
01/10/06,EEFT,9.59
01/10/06,EEI,0.07
01/10/06,EEP,0.57
01/10/06,EEQ,1.76
01/10/06,EFII,5.91
01/10/06,EFOI,3.4
01/10/06,EFSC,1.73
01/10/06,EFX,1.89
01/10/06,EGBN,0.07
01/10/06,EGHT,11.03
01/10/06,EGLE,3.8
01/10/06,EGN,0.54
01/10/06,EGOV,1.83
01/10/06,EGP,3.31
01/10/06,EGT,2.65
01/10/06,EGY,0.63
01/10/06,EIX,1.57
01/10/06,EL,3.03
01/10/06,ELGX,2.44
01/10/06,ELNK,7.96
01/10/06,ELON,3.21
01/10/06,ELOS,10.81
01/10/06,ELRC,2.1
01/10/06,ELS,3.29
01/10/06,ELSE,0.01
01/10/06,ELTK,0.46
01/10/06,ELX,7.31
01/10/06,ELY,5.22
01/10/06,EMC,0.62
01/10/06,EMCI,1.17
01/10/06,EME,4.73
01/10/06,EMKR,7.61
01/10/06,EML,0.01
01/10/06,EMMS,11.53
01/10/06,EMN,3.03
01/10/06,EMR,0.88
01/10/06,ENDP,1.73
01/10/06,ENG,3.28
01/10/06,ENH,0.49
01/10/06,ENLC,1.83
01/10/06,ENLK,0.45
01/10/06,ENS,2.7
01/10/06,ENTG,4.09
01/10/06,ENVE,0.16
01/10/06,ENZ,8.32
01/10/06,ENZN,6.24
01/10/06,EOG,4.83
01/10/06,EPAX,2.05
01/10/06,EPAY,2.54
01/10/06,EPC,4.14
01/10/06,EPD,0.32
01/10/06,EPIQ,5.63
01/10/06,EPR,2.61
01/10/06,EQC,1.16
01/10/06,EQIX,7.78
01/10/06,EQR,1.98
01/10/06,EQT,2.47
01/10/06,EQY,1.97
01/10/06,ERB,0.09
01/10/06,ERIE,1.14
01/10/06,ERS,2.1
01/10/06,ES,2.33
01/10/06,ESBF,0.06
01/10/06,ESBK,0.17
01/10/06,ESC,0.18
01/10/06,ESCA,1.46
01/10/06,ESE,4.14
01/10/06,ESGR,1.32
01/10/06,ESIO,5.64
01/10/06,ESL,3.57
01/10/06,ESLT,0.17
01/10/06,ESMC,5.73
01/10/06,ESND,3.96
01/10/06,ESP,0.02
01/10/06,ESRX,3.63
01/10/06,ESS,3.68
01/10/06,ESV,3.59
01/10/06,ESYS,0.08
01/10/06,ETFC,2.45
01/10/06,ETH,11.48
01/10/06,ETM,7.07
01/10/06,ETN,1.14
01/10/06,ETP,0.55
01/10/06,ETR,1.76
01/10/06,EV,1.94
01/10/06,EVBN,0.01
01/10/06,EVBS,0.03
01/10/06,EVC,2.2
01/10/06,EVHC,9.31
01/10/06,EVLV,2.96
01/10/06,EVOL,0.23
01/10/06,EVRI,0.73
01/10/06,EW,2.81
01/10/06,EWBC,3.14
01/10/06,EXAC,0.14
01/10/06,EXAR,4.02
01/10/06,EXAS,1.19
01/10/06,EXC,1.98
01/10/06,EXEL,6.29
01/10/06,EXP,15.8
01/10/06,EXPD,4.67
01/10/06,EXPE,5.8
01/10/06,EXPO,2.16
01/10/06,EXR,2.84
01/10/06,EXTR,3.09
01/10/06,EZCH,0.42
01/10/06,EZPW,4.1
01/10/06,F,5.67
01/10/06,FAC,2.1
01/10/06,FALC,8.6
01/10/06,FARM,1.17
01/10/06,FARO,20.69
01/10/06,FAST,5.08
01/10/06,FBC,7.01
01/10/06,FBNC,1.77
01/10/06,FBP,5.2
01/10/06,FBSS,0.05
01/10/06,FC,0.43
01/10/06,FCBC,2.07
01/10/06,FCCO,0.04
01/10/06,FCCY,0.01
01/10/06,FCE.A,1.09
01/10/06,FCEL,13.33
01/10/06,FCF,4.48
01/10/06,FCFS,3.78
01/10/06,FCH,5.02
01/10/06,FCLF,0.03
01/10/06,FCN,7.82
01/10/06,FCNCA,1.4
01/10/06,FCS,5.72
01/10/06,FCX,5.55
01/10/06,FDEF,2.13
01/10/06,FDO,3.05
01/10/06,FDP,4.27
01/10/06,FDS,5.09
01/10/06,FDX,1.29
01/10/06,FE,0.96
01/10/06,FEIC,9.33
01/10/06,FEIM,0.16
01/10/06,FELE,3.48
01/10/06,FFBC,4.2
01/10/06,FFCO,0
01/10/06,FFG,1.26
01/10/06,FFIC,2.92
01/10/06,FFIN,2.76
01/10/06,FFIV,9.59
01/10/06,FFKT,1.67
01/10/06,FFKY,0.1
01/10/06,FFNM,0.02
01/10/06,FGP,0.1
01/10/06,FHN,3.44
01/10/06,FICO,5.73
01/10/06,FII,2.51
01/10/06,FINL,5.06
01/10/06,FIS,2.46
01/10/06,FISI,1.68
01/10/06,FISV,2.5
01/10/06,FITB,2.63
01/10/06,FIX,2.23
01/10/06,FIZZ,0.46
01/10/06,FL,1.79
01/10/06,FLEX,1.17
01/10/06,FLIC,0.05
01/10/06,FLIR,4.69
01/10/06,FLO,4.74
01/10/06,FLR,4.4
01/10/06,FLS,5.59
01/10/06,FLWS,3.73
01/10/06,FLXS,0.08
01/10/06,FMBI,2.79
01/10/06,FMC,0.59
01/10/06,FMD,20.71
01/10/06,FMER,2.26
01/10/06,FNB,5.99
01/10/06,FNF,0.81
01/10/06,FNFG,3.78
01/10/06,FNHC,5.58
01/10/06,FNLC,0.01
01/10/06,FNSR,2.62
01/10/06,FOE,3.63
01/10/06,FONR,0.02
01/10/06,FORD,35.82
01/10/06,FORM,6.42
01/10/06,FORR,1.56
01/10/06,FOSL,9.44
