date,symbol,Short Percentage Of Float
01/15/13,AMAT,1
01/15/13,AMBA,1.72
01/15/13,AMCC,10.92
01/15/13,AMCF,0.01
01/15/13,AMCO,1.32
01/15/13,AMCX,2.89
01/15/13,AMD,18.52
01/15/13,AME,1.01
01/15/13,AMED,13.31
01/15/13,AMG,2.04
01/15/13,AMGN,2.11
01/15/13,AMIC,0.12
01/15/13,AMID,0.15
01/15/13,AMKR,20.61
01/15/13,AMN,4.07
01/15/13,AMNB,3.58
01/15/13,AMOT,0.03
01/15/13,AMP,1.08
01/15/13,AMPE,9.32
01/15/13,AMRB,0.05
01/15/13,AMRC,2.56
01/15/13,AMRE,2.49
01/15/13,AMRI,0.29
01/15/13,AMRS,21.18
01/15/13,AMS,0.17
01/15/13,AMSC,11.34
01/15/13,AMSF,1.88
01/15/13,AMSWA,2.13
01/15/13,AMT,0.9
01/15/13,AMTD,7.26
01/15/13,AMTG,6.87
01/15/13,AMWD,4.53
01/15/13,AMZN,1.97
01/15/13,AN,6.33
01/15/13,ANAC,7.94
01/15/13,ANAD,1.95
01/15/13,ANAT,0.95
01/15/13,ANCB,0.05
01/15/13,ANCX,1.86
01/15/13,ANDE,5.52
01/15/13,ANF,8.76
01/15/13,ANFI,4.75
01/15/13,ANGI,30.82
01/15/13,ANGO,5.77
01/15/13,ANH,2.3
01/15/13,ANIK,2.27
01/15/13,ANIP,16.46
01/15/13,ANN,11.25
01/15/13,ANSS,1.41
01/15/13,ANTH,11.63
01/15/13,ANTM,2.44
01/15/13,ANW,6.46
01/15/13,AOBC,26.77
01/15/13,AOI,6.16
01/15/13,AOL,14.39
01/15/13,AON,1.07
01/15/13,AOS,5.16
01/15/13,AOSL,1.95
01/15/13,AP,2.5
01/15/13,APA,1.69
01/15/13,APAGF,8.56
01/15/13,APC,1.18
01/15/13,APD,1.96
01/15/13,APEI,15.96
01/15/13,APEN,0.57
01/15/13,APH,1.64
01/15/13,APL,1.16
01/15/13,APLP,1.43
01/15/13,APO,0.57
01/15/13,APOG,1.72
01/15/13,APOL,17.19
01/15/13,APRI,11.27
01/15/13,APT,0.01
01/15/13,APTS,0.29
01/15/13,APU,3.09
01/15/13,APWC,0.04
01/15/13,ARAY,9.45
01/15/13,ARC,2.02
01/15/13,ARCB,9.03
01/15/13,ARCC,2.15
01/15/13,ARCI,0.07
01/15/13,ARCO,17.44
01/15/13,ARE,1.51
01/15/13,AREX,15.24
01/15/13,ARG,2.25
01/15/13,ARI,2.96
01/15/13,ARIA,5.76
01/15/13,ARII,3.57
01/15/13,ARKR,0.34
01/15/13,ARL,0.4
01/15/13,ARLP,0.68
01/15/13,ARLZ,6.38
01/15/13,ARNA,29.76
01/15/13,AROC,11.32
01/15/13,ARQL,6.25
01/15/13,ARR,4.31
01/15/13,ARRS,4.3
01/15/13,ARRY,4.67
01/15/13,ARTW,0.33
01/15/13,ARTX,0.12
01/15/13,ARUN,21.23
01/15/13,ARW,1.02
01/15/13,ARWR,1.92
01/15/13,ARX,7.23
01/15/13,ASB,4.63
01/15/13,ASBB,0.08
01/15/13,ASBI,0.05
01/15/13,ASCMA,1.95
01/15/13,ASEI,1.58
01/15/13,ASFI,2.18
01/15/13,ASGN,4.59
01/15/13,ASH,5.34
01/15/13,ASMB,7.36
01/15/13,ASNA,6.9
01/15/13,ASPS,1.05
01/15/13,ASRV,0.86
01/15/13,ASTC,0.11
01/15/13,ASTE,3.65
01/15/13,ASTI,6.84
01/15/13,ASUR,0.19
01/15/13,ASYS,0.56
01/15/13,ATAX,0.09
01/15/13,ATEA,0.1
01/15/13,ATEC,2.01
01/15/13,ATHN,35.26
01/15/13,ATHX,0.38
01/15/13,ATI,3.95
01/15/13,ATLC,21.2
01/15/13,ATLO,1.76
01/15/13,ATML,4.68
01/15/13,ATNI,1.59
01/15/13,ATNY,2.93
01/15/13,ATO,1.64
01/15/13,ATOS,0.14
01/15/13,ATR,3.09
01/15/13,ATRC,2.82
01/15/13,ATRI,1.95
01/15/13,ATRM,0.01
01/15/13,ATRO,4.16
01/15/13,ATRS,11.4
01/15/13,ATSG,2.12
01/15/13,ATTU,1.11
01/15/13,ATU,7.87
01/15/13,ATVI,3.9
01/15/13,ATW,4.79
01/15/13,AUBN,0.08
01/15/13,AUDC,0.61
01/15/13,AUMN,15.33
01/15/13,AUXL,6.6
01/15/13,AVA,2.79
01/15/13,AVAV,4.43
01/15/13,AVB,5.58
01/15/13,AVD,4.98
01/15/13,AVEO,13.97
01/15/13,AVGO,0.57
01/15/13,AVHI,4.28
01/15/13,AVIR,0.77
01/15/13,AVNR,22.35
01/15/13,AVNW,2.41
01/15/13,AVP,4.68
01/15/13,AVT,1.33
01/15/13,AVX,0.64
01/15/13,AVY,5.13
01/15/13,AWAY,32.08
01/15/13,AWH,0.52
01/15/13,AWI,14.81
01/15/13,AWK,0.41
01/15/13,AWR,2.82
01/15/13,AWRE,2.28
01/15/13,AXAS,11.78
01/15/13,AXDX,0.7
01/15/13,AXE,13.52
01/15/13,AXL,8.43
01/15/13,AXLL,49.76
01/15/13,AXN,0.04
01/15/13,AXP,1.06
01/15/13,AXR,1.58
01/15/13,AXS,0.57
01/15/13,AXTI,2.18
01/15/13,AYI,5.52
01/15/13,AYR,2.26
01/15/13,AZO,5.79
01/15/13,AZPN,2.5
01/15/13,AZZ,1.85
01/15/13,B,3.01
01/15/13,BA,1.24
01/15/13,BABY,2.72
01/15/13,BAC,1.53
01/15/13,BAGL,7.57
01/15/13,BAH,11.25
01/15/13,BALT,0.68
01/15/13,BAMM,16.66
01/15/13,BANC,3.62
01/15/13,BANF,2.58
01/15/13,BANR,6.3
01/15/13,BAP,0.99
01/15/13,BAS,20.05
01/15/13,BASI,0.16
01/15/13,BAX,1.36
01/15/13,BBBY,3.16
01/15/13,BBG,26.94
01/15/13,BBGI,39.09
01/15/13,BBOX,3.51
01/15/13,BBRG,4.33
01/15/13,BBSI,2.14
01/15/13,BBT,1.13
01/15/13,BBW,6
01/15/13,BBX,5.82
01/15/13,BBY,11.77
01/15/13,BC,9.75
01/15/13,BCBP,1.97
01/15/13,BCEI,18.5
01/15/13,BCO,2.25
01/15/13,BCOR,2.11
01/15/13,BCOV,7.68
01/15/13,BCPC,1.7
01/15/13,BCR,1.82
01/15/13,BCRX,6.26
01/15/13,BDBD,17.56
01/15/13,BDC,7.77
01/15/13,BDE,10.2
01/15/13,BDGE,2.11
01/15/13,BDL,0.37
01/15/13,BDMS,0.43
01/15/13,BDN,7.44
01/15/13,BDR,0.01
01/15/13,BDSI,6.74
01/15/13,BDX,4.64
01/15/13,BEAT,0.13
01/15/13,BEAV,1.45
01/15/13,BEBE,4.58
01/15/13,BECN,17.04
01/15/13,BEE,2.45
01/15/13,BEL,3.67
01/15/13,BELFA,0.2
01/15/13,BELFB,1.96
01/15/13,BEN,1.63
01/15/13,BERY,2.59
01/15/13,BF.A,0.25
01/15/13,BFIN,2.01
01/15/13,BFS,1.32
01/15/13,BG,2.64
01/15/13,BGC,10.92
01/15/13,BGCP,4.08
01/15/13,BGFV,6.05
01/15/13,BGG,20.77
01/15/13,BGI,0.14
01/15/13,BGMD,8.3
01/15/13,BGS,3.53
01/15/13,BH,3.02
01/15/13,BHB,1.8
01/15/13,BHE,1.4
01/15/13,BHI,2.52
01/15/13,BHLB,3.8
01/15/13,BID,11.36
01/15/13,BIG,15.03
01/15/13,BIIB,1.27
01/15/13,BIO,0.63
01/15/13,BIOL,7.48
01/15/13,BIOP,3.03
01/15/13,BIOS,4.58
01/15/13,BIRT,2.89
01/15/13,BJRI,12.41
01/15/13,BK,1.42
01/15/13,BKCC,4.93
01/15/13,BKD,3.96
01/15/13,BKE,28.64
01/15/13,BKEP,0.41
01/15/13,BKH,2.34
01/15/13,BKJ,0.06
01/15/13,BKMU,1.44
01/15/13,BKS,35.66
01/15/13,BKSC,0.12
01/15/13,BKU,4.67
01/15/13,BKW,1.81
01/15/13,BKYF,1.96
01/15/13,BLDR,13.25
01/15/13,BLIN,0.44
01/15/13,BLK,1.98
01/15/13,BLKB,8.19
01/15/13,BLL,3.51
01/15/13,BLMN,1.16
01/15/13,BLMT,1.49
01/15/13,BLOX,1.49
01/15/13,BLT,3.78
01/15/13,BLX,2.02
01/15/13,BMI,2.5
01/15/13,BMR,4.11
01/15/13,BMRC,2.64
01/15/13,BMRN,11.24
01/15/13,BMS,5.48
01/15/13,BMTC,3.95
01/15/13,BMY,2.08
01/15/13,BNCL,2.24
01/15/13,BNCN,2.22
01/15/13,BNNY,32.21
01/15/13,BNSO,0.11
01/15/13,BOBE,5.8
01/15/13,BOCH,0.04
01/15/13,BODY,4.73
01/15/13,BOFI,7.3
01/15/13,BOH,10.43
01/15/13,BOKF,2.13
01/15/13,BOLT,1.9
01/15/13,BONT,30.41
01/15/13,BOOM,4.25
01/15/13,BOSC,1.36
01/15/13,BOTJ,0.03
01/15/13,BPFH,3.86
01/15/13,BPI,30.71
01/15/13,BPL,0.98
01/15/13,BPOP,1.98
01/15/13,BPT,1.05
01/15/13,BR,2.69
01/15/13,BRC,1.76
01/15/13,BRCD,5.65
01/15/13,BRCM,1.3
01/15/13,BREW,2.96
01/15/13,BRID,0.67
01/15/13,BRK.B,1.32
01/15/13,BRKL,2.64
01/15/13,BRKR,1.31
01/15/13,BRKS,2.35
01/15/13,BRLI,44.6
01/15/13,BRN,0.03
01/15/13,BRO,0.59
01/15/13,BRS,2.5
01/15/13,BRT,0.06
01/15/13,BSET,2.14
01/15/13,BSF,13.78
01/15/13,BSFT,26.59
01/15/13,BSPM,0.27
01/15/13,BSQR,0.04
01/15/13,BSRR,1.71
01/15/13,BSTC,2.22
01/15/13,BSX,1.16
01/15/13,BTH,50.68
01/15/13,BTN,0.08
01/15/13,BTUI,0.05
01/15/13,BTX,19.82
01/15/13,BUSE,5.52
01/15/13,BV,12.4
01/15/13,BVA,0.03
01/15/13,BVSN,6.28
01/15/13,BVX,0.09
01/15/13,BWA,6.42
01/15/13,BWEN,0.69
01/15/13,BWINA,0.23
01/15/13,BWLD,22.4
01/15/13,BWP,0.73
01/15/13,BWXT,1.81
01/15/13,BX,1.58
01/15/13,BXC,2.21
01/15/13,BXMT,0.28
01/15/13,BXP,4.61
01/15/13,BXS,7.54
01/15/13,BYBK,0.03
01/15/13,BYD,22.57
01/15/13,BYI,15.13
01/15/13,BZC,0.05
01/15/13,BZH,29.73
01/15/13,C,1.16
01/15/13,CA,2.67
01/15/13,CAA,33.11
01/15/13,CAAS,3.96
01/15/13,CAB,6.59
01/15/13,CAC,1.66
01/15/13,CACB,4.98
01/15/13,CACC,7.21
01/15/13,CACH,0.39
01/15/13,CACI,15.63
01/15/13,CAG,1.3
01/15/13,CAH,0.97
01/15/13,CAI,3.32
01/15/13,CAKE,14.51
01/15/13,CAL,7.17
01/15/13,CALD,18.31
01/15/13,CALI,1.28
01/15/13,CALL,41.74
01/15/13,CALM,8.26
01/15/13,CALX,8.83
01/15/13,CAM,1.43
01/15/13,CAMP,4.74
01/15/13,CAMT,0.1
01/15/13,CAPL,0.16
01/15/13,CAR,14.87
01/15/13,CARB,16.11
01/15/13,CARV,0.04
01/15/13,CASC,20.12
01/15/13,CASH,0.29
01/15/13,CASI,1.12
01/15/13,CASM,0.04
01/15/13,CASS,4.9
01/15/13,CASY,5.98
01/15/13,CAT,3.37
01/15/13,CATM,1.89
01/15/13,CATO,6.27
01/15/13,CATY,3.63
01/15/13,CAVM,11.34
01/15/13,CAW,0.05
01/15/13,CB,1
01/15/13,CBAK,1.55
01/15/13,CBAN,0.38
01/15/13,CBB,14.87
01/15/13,CBEY,3.29
01/15/13,CBF,1.5
01/15/13,CBG,1.14
01/15/13,CBI,5.81
01/15/13,CBIO,9.78
01/15/13,CBK,0.77
01/15/13,CBL,9.85
01/15/13,CBLI,3.9
01/15/13,CBM,1.82
01/15/13,CBMX,4.49
01/15/13,CBNJ,1.78
01/15/13,CBNK,0.14
01/15/13,CBOE,3.39
01/15/13,CBPO,0.71
01/15/13,CBRL,4.25
01/15/13,CBS,1.74
01/15/13,CBS.A,0.35
01/15/13,CBSH,2.55
01/15/13,CBST,14.38
01/15/13,CBT,1.73
01/15/13,CBU,7.63
01/15/13,CBZ,16.6
01/15/13,CCBG,10.35
01/15/13,CCC,11.41
01/15/13,CCE,1.23
01/15/13,CCF,1.64
01/15/13,CCG,8.33
01/15/13,CCI,1.53
01/15/13,CCK,1.18
01/15/13,CCL,1.52
01/15/13,CCLP,0.09
01/15/13,CCMP,12.51
01/15/13,CCNE,1.7
01/15/13,CCO,6.95
01/15/13,CCOI,7.24
01/15/13,CCRN,1.61
01/15/13,CCUR,0.38
01/15/13,CCXI,3.19
01/15/13,CDE,3.01
01/15/13,CDI,1.83
01/15/13,CDNS,13.47
01/15/13,CDOR,0.04
01/15/13,CDR,6.45
01/15/13,CDTI,11.28
01/15/13,CDXS,5.18
01/15/13,CDZI,11.47
01/15/13,CE,2.74
01/15/13,CEB,2.28
01/15/13,CECE,1.35
01/15/13,CECO,7.9
01/15/13,CEF,1.84
01/15/13,CEI,12.47
01/15/13,CELG,1.57
01/15/13,CEMI,0.13
01/15/13,CEMP,2.18
01/15/13,CENT,1.27
01/15/13,CENX,7.15
01/15/13,CEQP,0.41
01/15/13,CERE,2.89
01/15/13,CERN,6.19
01/15/13,CERS,10.81
01/15/13,CETC,1.84
01/15/13,CETV,14.03
01/15/13,CEVA,3.99
01/15/13,CF,2.64
01/15/13,CFBK,0.2
01/15/13,CFD,0.15
01/15/13,CFFI,2.33
01/15/13,CFFN,1.73
01/15/13,CFI,2.1
01/15/13,CFN,0.61
01/15/13,CFNB,2.07
01/15/13,CFNL,2.27
01/15/13,CFR,8.11
01/15/13,CFX,12.45
01/15/13,CG,3.62
01/15/13,CGA,6.52
01/15/13,CGEN,1.1
01/15/13,CGI,3.48
01/15/13,CGNT,0.64
01/15/13,CGNX,2.81
01/15/13,CHCI,0.47
01/15/13,CHCO,13.47
01/15/13,CHD,2.41
01/15/13,CHDN,4.23
01/15/13,CHDX,3.91
01/15/13,CHE,15.1
01/15/13,CHEF,8.17
01/15/13,CHEV,0.06
01/15/13,CHFC,2.15
01/15/13,CHFN,1.73
01/15/13,CHH,16.02
01/15/13,CHK,16.39
01/15/13,CHKE,3.09
01/15/13,CHKP,3.54
01/15/13,CHKR,1
01/15/13,CHLN,4.67
01/15/13,CHMG,0.04
01/15/13,CHMT,2.44
01/15/13,CHRW,3.3
01/15/13,CHS,3.75
01/15/13,CHSP,3.12
01/15/13,CHTP,7.47
01/15/13,CHTR,7.61
01/15/13,CHUY,20.76
01/15/13,CHYR,0.04
01/15/13,CI,1.51
01/15/13,CIA,3.18
01/15/13,CIDM,0.06
01/15/13,CIE,7.96
01/15/13,CIEN,26.02
01/15/13,CIFC,2.04
01/15/13,CIM,1.04
01/15/13,CIMT,0.13
01/15/13,CINF,3.74
01/15/13,CIR,1.71
01/15/13,CIT,1.5
01/15/13,CIVB,0.16
01/15/13,CIX,2.42
01/15/13,CIZN,0.06
01/15/13,CJJD,0.08
01/15/13,CKEC,4.33
01/15/13,CKH,3.48
01/15/13,CKP,3.29
01/15/13,CKSW,1.08
01/15/13,CKX,0.03
01/15/13,CL,0.89
01/15/13,CLB,5.95
01/15/13,CLBH,0.25
01/15/13,CLBS,3.43
01/15/13,CLC,2.95
01/15/13,CLCT,9.97
01/15/13,CLD,8.15
01/15/13,CLDT,1.81
01/15/13,CLDX,9.65
01/15/13,CLF,17.8
01/15/13,CLFD,0.09
01/15/13,CLGX,0.93
01/15/13,CLH,3.83
01/15/13,CLI,8.52
01/15/13,CLIR,2.56
01/15/13,CLMS,2.15
01/15/13,CLMT,1.01
01/15/13,CLNE,26.25
01/15/13,CLNS,4.01
01/15/13,CLNT,12.82
01/15/13,CLR,9.04
01/15/13,CLRO,0.02
01/15/13,CLSN,21.73
01/15/13,CLUB,2.03
01/15/13,CLVS,23.24
01/15/13,CLW,1.26
01/15/13,CLWT,0.22
01/15/13,CLX,3.36
01/15/13,CMA,4.7
01/15/13,CMC,1.38
01/15/13,CMCO,2.51
01/15/13,CMCSA,1.32
01/15/13,CMCT,0.08
01/15/13,CME,2.55
01/15/13,CMG,13.41
01/15/13,CMI,2.5
01/15/13,CMLP,1.03
01/15/13,CMLS,10.78
01/15/13,CMO,1.78
01/15/13,CMP,6.01
01/15/13,CMPR,44.78
01/15/13,CMRE,2.21
01/15/13,CMS,4.95
01/15/13,CMSB,0.11
01/15/13,CMT,0.1
01/15/13,CMTL,4.61
01/15/13,CNA,2.55
01/15/13,CNBKA,1.82
01/15/13,CNC,5.86
01/15/13,CNET,0.03
01/15/13,CNIT,2.99
01/15/13,CNK,1.89
01/15/13,CNL,2.11
01/15/13,CNMD,2.44
01/15/13,CNO,9.14
01/15/13,CNOB,1.57
01/15/13,CNP,0.91
01/15/13,CNQR,20.3
01/15/13,CNS,13.76
01/15/13,CNSL,5.57
01/15/13,CNTY,0.08
01/15/13,CNVR,10.81
01/15/13,CNW,2.94
01/15/13,CNX,8.72
01/15/13,CNXN,2.55
01/15/13,CNYD,0.29
01/15/13,COB,8.69
01/15/13,COBK,0.15
01/15/13,COBR,0.09
01/15/13,COBZ,2.94
01/15/13,CODE,3.16
01/15/13,CODI,0.77
01/15/13,COF,2.24
01/15/13,COG,1.63
01/15/13,COGT,0.4
01/15/13,COH,5.17
01/15/13,COHR,4.59
01/15/13,COHU,2.29
01/15/13,COKE,1.94
01/15/13,COL,6.44
01/15/13,COLB,7.8
01/15/13,COLM,22.79
01/15/13,CONN,35.32
01/15/13,COO,2.38
01/15/13,COOL,0.66
01/15/13,COP,1.62
01/15/13,COR,5.81
01/15/13,CORE,2.26
01/15/13,CORR,0.26
01/15/13,CORT,6.13
01/15/13,COST,1.73
01/15/13,COV,0.84
01/15/13,COVR,0.06
01/15/13,COWN,2.3
01/15/13,CPA,0.28
01/15/13,CPB,8.18
01/15/13,CPE,3.6
01/15/13,CPF,1.92
01/15/13,CPHC,0.07
01/15/13,CPHD,14.07
01/15/13,CPHI,0.31
01/15/13,CPIX,11.21
01/15/13,CPK,2.04
01/15/13,CPLA,7.1
01/15/13,CPLP,0.48
01/15/13,CPN,1.64
01/15/13,CPRT,1.58
01/15/13,CPRX,15.26
01/15/13,CPSI,5.42
01/15/13,CPSS,0.94
01/15/13,CPST,11.97
01/15/13,CPT,2.05
01/15/13,CPWR,2.4
01/15/13,CQB,8.48
01/15/13,CQP,1.91
01/15/13,CR,0.71
01/15/13,CRAI,2.6
01/15/13,CRAY,3.68
01/15/13,CRD.A,0.18
01/15/13,CRDS,0.58
01/15/13,CREE,15.85
01/15/13,CREG,0.05
01/15/13,CRI,9.82
01/15/13,CRIS,5.68
01/15/13,CRK,18.43
01/15/13,CRL,0.81
01/15/13,CRM,12.77
01/15/13,CRMD,0.35
01/15/13,CRMT,4.58
01/15/13,CRNT,0.81
01/15/13,CROX,4.25
01/15/13,CRR,26.26
01/15/13,CRRC,2.43
01/15/13,CRS,1.48
01/15/13,CRT,0.2
01/15/13,CRTN,0.02
01/15/13,CRUS,11.82
01/15/13,CRV,0.12
01/15/13,CRVL,3.52
01/15/13,CRVP,0.04
01/15/13,CRWN,11.04
01/15/13,CRWS,0.31
01/15/13,CRY,1.61
01/15/13,CRZO,15.51
01/15/13,CSBK,2.38
01/15/13,CSCD,0.06
01/15/13,CSCO,1.1
01/15/13,CSFL,1.88
01/15/13,CSGP,5.35
01/15/13,CSGS,4.57
01/15/13,CSH,7.6
01/15/13,CSII,2.85
01/15/13,CSIQ,6.48
01/15/13,CSL,1.53
01/15/13,CSOD,6.69
01/15/13,CSPI,0.33
01/15/13,CSS,2.85
01/15/13,CSTE,0.56
01/15/13,CSU,2.47
01/15/13,CSV,2.13
01/15/13,CSWC,2.09
01/15/13,CSX,1.83
01/15/13,CTAS,5.96
01/15/13,CTB,6.73
01/15/13,CTBI,4.03
01/15/13,CTCM,1.59
01/15/13,CTCT,19.51
01/15/13,CTG,6.37
01/15/13,CTHR,0.61
01/15/13,CTIB,0.29
01/15/13,CTIC,7.29
01/15/13,CTL,5.63
01/15/13,CTO,3.72
01/15/13,CTRN,5.04
01/15/13,CTS,2.68
01/15/13,CTSH,1.42
01/15/13,CTWS,2.45
01/15/13,CTXS,2.85
01/15/13,CUB,1.43
01/15/13,CUBE,6.58
01/15/13,CUI,0.53
01/15/13,CUO,0.35
01/15/13,CUR,5.46
01/15/13,CUTR,1.51
01/15/13,CUZ,4.25
01/15/13,CVA,6.53
01/15/13,CVBF,4.24
01/15/13,CVC,4.4
01/15/13,CVCO,11.12
01/15/13,CVCY,0.15
01/15/13,CVD,7.23
01/15/13,CVG,5.99
01/15/13,CVGI,4.36
01/15/13,CVGW,11.71
01/15/13,CVI,6.96
01/15/13,CVLT,4.28
01/15/13,CVLY,0.03
01/15/13,CVM,4.21
01/15/13,CVO,19.21
01/15/13,CVR,0.29
01/15/13,CVS,0.91
01/15/13,CVTI,0.4
01/15/13,CVU,4.86
01/15/13,CVV,9.26
01/15/13,CVX,0.78
01/15/13,CW,1.48
01/15/13,CWBC,0.06
01/15/13,CWCO,1.72
01/15/13,CWEI,8.87
01/15/13,CWST,3.21
01/15/13,CWT,1.96
01/15/13,CXDC,3.29
01/15/13,CXO,1.93
01/15/13,CXW,2.77
01/15/13,CY,4.06
01/15/13,CYAN,0.04
01/15/13,CYBE,0.05
01/15/13,CYCC,14.52
01/15/13,CYH,3.95
01/15/13,CYN,8.68
01/15/13,CYNO,4.45
01/15/13,CYRN,0.01
01/15/13,CYS,13.74
01/15/13,CYT,1.07
01/15/13,CYTK,1.09
01/15/13,CYTR,2.67
01/15/13,CYTX,12.62
01/15/13,CZFC,0.24
01/15/13,CZNC,1.64
01/15/13,CZR,18
01/15/13,CZWI,0.08
01/15/13,D,0.89
01/15/13,DAC,0.06
01/15/13,DAEG,0.06
01/15/13,DAIO,0.08
01/15/13,DAKT,1.9
01/15/13,DAL,1.55
01/15/13,DAN,6.27
01/15/13,DAR,2.48
01/15/13,DARA,6.23
01/15/13,DAVE,0.49
01/15/13,DBD,4.2
01/15/13,DCI,1.61
01/15/13,DCIN,0.1
01/15/13,DCIX,1.98
01/15/13,DCO,2.24
01/15/13,DCOM,3.15
01/15/13,DCP,2.18
01/15/13,DCT,15.57
01/15/13,DCTH,12.25
01/15/13,DD,2.52
01/15/13,DDD,39.06
01/15/13,DDE,1.1
01/15/13,DDR,11.58
01/15/13,DDS,6.01
01/15/13,DE,2
01/15/13,DECK,43.87
01/15/13,DEI,5.1
01/15/13,DEL,3.5
01/15/13,DENN,2.85
01/15/13,DEPO,6.65
01/15/13,DEST,2.35
01/15/13,DF,4.94
01/15/13,DFBG,0.81
01/15/13,DFRG,7.36
01/15/13,DFS,0.42
01/15/13,DFT,22.39
01/15/13,DFZ,1.94
01/15/13,DG,7.91
01/15/13,DGAS,1.75
01/15/13,DGI,23.32
01/15/13,DGICA,2.07
01/15/13,DGII,1.97
01/15/13,DGLY,1.23
01/15/13,DGSE,4.03
01/15/13,DGX,3.68
01/15/13,DHI,14.06
01/15/13,DHIL,1.94
01/15/13,DHR,1.9
01/15/13,DHT,1.5
01/15/13,DHX,11.33
01/15/13,DIN,9.12
01/15/13,DIOD,5.5
01/15/13,DIS,2
