date,symbol,Short Percentage Of Float
01/15/09,ATRI,1.17
01/15/09,ATRM,0.06
01/15/09,ATRO,0.56
01/15/09,ATRS,0.58
01/15/09,ATSG,0.28
01/15/09,ATU,10.14
01/15/09,ATVI,1.44
01/15/09,ATW,5.7
01/15/09,AUDC,0.19
01/15/09,AUMN,15.22
01/15/09,AUXL,10.68
01/15/09,AVA,4.44
01/15/09,AVAV,20.26
01/15/09,AVB,18.01
01/15/09,AVD,6.27
01/15/09,AVHI,4.44
01/15/09,AVIR,5.79
01/15/09,AVNR,0.26
01/15/09,AVNW,1.96
01/15/09,AVP,2.91
01/15/09,AVT,2.24
01/15/09,AVX,1.41
01/15/09,AVY,4.88
01/15/09,AWH,0.83
01/15/09,AWI,2.8
01/15/09,AWK,2.25
01/15/09,AWR,2.42
01/15/09,AWRE,0.3
01/15/09,AWX,0.01
01/15/09,AXAS,2.01
01/15/09,AXDX,0.1
01/15/09,AXE,9.16
01/15/09,AXL,14.66
01/15/09,AXLL,6.54
01/15/09,AXP,2.77
01/15/09,AXR,3.81
01/15/09,AXS,0.64
01/15/09,AXTI,0.08
01/15/09,AYI,19.05
01/15/09,AYR,3.93
01/15/09,AZO,8.73
01/15/09,AZZ,6.73
01/15/09,B,4.73
01/15/09,BA,1.47
01/15/09,BABY,4.84
01/15/09,BAC,1.92
01/15/09,BAGL,0.81
01/15/09,BAMM,1.19
01/15/09,BANC,0.51
01/15/09,BANF,1.51
01/15/09,BANR,9.78
01/15/09,BAP,0.36
01/15/09,BAS,4.85
01/15/09,BASI,0.08
01/15/09,BAX,0.71
01/15/09,BBBY,9.04
01/15/09,BBG,10.03
01/15/09,BBGI,0.09
01/15/09,BBOX,6.52
01/15/09,BBSI,0.75
01/15/09,BBT,9.44
01/15/09,BBW,7.98
01/15/09,BBX,15.53
01/15/09,BBY,5.3
01/15/09,BC,13.36
01/15/09,BCO,1.54
01/15/09,BCOR,4.68
01/15/09,BCPC,4.7
01/15/09,BCR,1.89
01/15/09,BCRX,1.92
01/15/09,BDBD,5.11
01/15/09,BDC,5.11
01/15/09,BDL,0.03
01/15/09,BDMS,0.01
01/15/09,BDN,6.31
01/15/09,BDR,0.01
01/15/09,BDSI,0.05
01/15/09,BDX,0.64
01/15/09,BEAT,2.3
01/15/09,BEAV,4.72
01/15/09,BEBE,4
01/15/09,BECN,15.05
01/15/09,BEE,9.68
01/15/09,BEL,5.12
01/15/09,BELFA,0.02
01/15/09,BELFB,2.29
01/15/09,BEN,1.47
01/15/09,BFIN,2.61
01/15/09,BFS,1.73
01/15/09,BG,10.81
01/15/09,BGC,10.91
01/15/09,BGCP,0.8
01/15/09,BGFV,4.25
01/15/09,BGG,20.42
01/15/09,BGI,0.07
01/15/09,BGS,1.3
01/15/09,BH,20.32
01/15/09,BHB,0.04
01/15/09,BHE,2.79
01/15/09,BHI,2.81
01/15/09,BHLB,4.76
01/15/09,BID,13.91
01/15/09,BIG,23.94
01/15/09,BIIB,2.84
01/15/09,BIO,1.89
01/15/09,BIOL,7.06
01/15/09,BIOP,3.02
01/15/09,BIOS,0.31
01/15/09,BIRT,1.71
01/15/09,BJRI,12.78
01/15/09,BK,0.82
01/15/09,BKCC,0.95
01/15/09,BKD,5.19
01/15/09,BKE,11.83
01/15/09,BKEP,1.61
01/15/09,BKH,5.46
01/15/09,BKJ,0.08
01/15/09,BKMU,3.49
01/15/09,BKS,14.96
01/15/09,BKSC,0.01
01/15/09,BLDR,10.96
01/15/09,BLK,1.42
01/15/09,BLKB,7.78
01/15/09,BLL,2.78
01/15/09,BLT,1.85
01/15/09,BLX,1.51
01/15/09,BMI,10.47
01/15/09,BMR,8.85
01/15/09,BMRC,0.22
01/15/09,BMRN,16.97
01/15/09,BMS,2.1
01/15/09,BMTC,1.28
01/15/09,BMY,1.22
01/15/09,BNCL,0.78
01/15/09,BNCN,0.06
01/15/09,BNSO,0.11
01/15/09,BOBE,12.07
01/15/09,BOFI,3.98
01/15/09,BOH,6.61
01/15/09,BOKF,1.09
01/15/09,BOLT,6.51
01/15/09,BONT,12.44
01/15/09,BOOM,9.56
01/15/09,BOSC,0.01
01/15/09,BPFH,8.85
01/15/09,BPL,1.02
01/15/09,BPOP,8.94
01/15/09,BPT,4.26
01/15/09,BR,1.08
01/15/09,BRC,5.92
01/15/09,BRCD,1.34
01/15/09,BRCM,5.17
01/15/09,BREW,0.97
01/15/09,BRID,0.3
01/15/09,BRK.B,0.14
01/15/09,BRKL,4.3
01/15/09,BRKR,1.64
01/15/09,BRKS,5.48
01/15/09,BRLI,11.69
01/15/09,BRN,0.08
01/15/09,BRO,2.02
01/15/09,BRS,18.21
01/15/09,BRT,0.4
01/15/09,BSET,0.99
01/15/09,BSF,3.07
01/15/09,BSQR,0.2
01/15/09,BSRR,8.04
01/15/09,BSTC,0.01
01/15/09,BSX,2.1
01/15/09,BTH,6.97
01/15/09,BTN,0.05
01/15/09,BTUI,2.29
01/15/09,BUSE,6.39
01/15/09,BVSN,2.68
01/15/09,BVX,0.62
01/15/09,BWA,8.2
01/15/09,BWLD,21.71
01/15/09,BWP,0.46
01/15/09,BX,2.66
01/15/09,BXC,3.84
01/15/09,BXMT,10.27
01/15/09,BXP,11.41
01/15/09,BXS,7.47
01/15/09,BYBK,0.03
01/15/09,BYD,9.67
01/15/09,BYI,5.13
01/15/09,BZC,0.06
01/15/09,BZH,28.38
01/15/09,C,2.87
01/15/09,CA,2.32
01/15/09,CAA,11.49
01/15/09,CAAS,0.26
01/15/09,CAB,14.97
01/15/09,CAC,1.71
01/15/09,CACB,13.37
01/15/09,CACC,4.42
01/15/09,CACH,2.51
01/15/09,CACI,6.47
01/15/09,CAG,2.28
01/15/09,CAH,2.22
01/15/09,CAI,1.34
01/15/09,CAKE,6.03
01/15/09,CAL,10.05
01/15/09,CALD,1.97
01/15/09,CALL,0.07
01/15/09,CALM,16.76
01/15/09,CAM,3.46
01/15/09,CAMP,0.11
01/15/09,CAMT,0.02
01/15/09,CAR,1.59
01/15/09,CART,0.54
01/15/09,CARV,0.04
01/15/09,CASC,0.12
01/15/09,CASH,0.12
01/15/09,CASI,0.25
01/15/09,CASS,1.99
01/15/09,CASY,5.17
01/15/09,CAT,5.58
01/15/09,CATM,1.24
01/15/09,CATO,2.72
01/15/09,CATY,18.29
01/15/09,CAVM,17.43
01/15/09,CAW,0.17
01/15/09,CB,0.46
01/15/09,CBAK,1.99
01/15/09,CBAN,1.14
01/15/09,CBB,5.98
01/15/09,CBEY,17.84
01/15/09,CBG,7.81
01/15/09,CBI,2.41
01/15/09,CBIO,1.2
01/15/09,CBK,7.52
01/15/09,CBL,25.41
01/15/09,CBLI,0.68
01/15/09,CBM,2.28
01/15/09,CBMX,5.57
01/15/09,CBNJ,0.17
01/15/09,CBNK,0.48
01/15/09,CBRL,18.87
01/15/09,CBS,5.58
01/15/09,CBS.A,0.02
01/15/09,CBSH,2.28
01/15/09,CBST,12.16
01/15/09,CBT,2.92
01/15/09,CBU,10.74
01/15/09,CBZ,4.49
01/15/09,CCBG,6.1
01/15/09,CCC,7.68
01/15/09,CCE,1.83
01/15/09,CCF,0.19
01/15/09,CCI,6.75
01/15/09,CCK,1.88
01/15/09,CCL,1.88
01/15/09,CCMP,8.71
01/15/09,CCNE,0.01
01/15/09,CCO,0.76
01/15/09,CCOI,12.26
01/15/09,CCRN,7.24
01/15/09,CCUR,0.82
01/15/09,CDE,11.74
01/15/09,CDI,2.82
01/15/09,CDNS,4.94
01/15/09,CDOR,0.09
01/15/09,CDR,6.11
01/15/09,CDTI,0.18
01/15/09,CDZI,2.62
01/15/09,CE,4.43
01/15/09,CEB,3.04
01/15/09,CECE,0.26
01/15/09,CECO,10.03
01/15/09,CEI,0.03
01/15/09,CELG,1.9
01/15/09,CENT,1.16
01/15/09,CENX,13.13
01/15/09,CEQP,0.79
01/15/09,CERN,18.75
01/15/09,CERS,1.35
01/15/09,CETC,0.1
01/15/09,CETV,7.11
01/15/09,CEVA,1.99
01/15/09,CF,4
01/15/09,CFBK,0.01
01/15/09,CFCB,0.01
01/15/09,CFFI,0.03
01/15/09,CFFN,1.82
01/15/09,CFI,0.07
01/15/09,CFNB,0.02
01/15/09,CFNL,2.17
01/15/09,CFR,3.38
01/15/09,CFX,2.24
01/15/09,CGEN,0.16
01/15/09,CGI,3.01
01/15/09,CGNT,1.54
01/15/09,CGNX,5.84
01/15/09,CHCI,3.28
01/15/09,CHCO,3.82
01/15/09,CHD,2.76
01/15/09,CHDN,3.36
01/15/09,CHDX,2.66
01/15/09,CHE,7.82
01/15/09,CHFC,8.75
01/15/09,CHH,5.3
01/15/09,CHK,5.02
01/15/09,CHKE,11.75
01/15/09,CHKP,4.05
01/15/09,CHLN,0.03
01/15/09,CHMT,0.76
01/15/09,CHRW,5.4
01/15/09,CHS,7.9
01/15/09,CHTP,0.79
01/15/09,CHYR,0.18
01/15/09,CI,0.96
01/15/09,CIA,4.15
01/15/09,CIDM,5.24
01/15/09,CIEN,16.08
01/15/09,CIFC,0.33
01/15/09,CIM,8.31
01/15/09,CIMT,0.18
01/15/09,CINF,1.62
01/15/09,CIR,2.58
01/15/09,CIVB,0.01
01/15/09,CIX,0.04
01/15/09,CKEC,0.86
01/15/09,CKH,6.14
01/15/09,CKP,2.54
01/15/09,CKSW,0.02
01/15/09,CKX,0.04
01/15/09,CL,1.67
01/15/09,CLB,4.41
01/15/09,CLBH,0.01
01/15/09,CLBS,0.03
01/15/09,CLC,6.78
01/15/09,CLCT,0.53
01/15/09,CLDX,4.66
01/15/09,CLF,6.09
01/15/09,CLFD,0.11
01/15/09,CLGX,3.34
01/15/09,CLH,6.69
01/15/09,CLI,6.44
01/15/09,CLMS,3.71
01/15/09,CLMT,0.71
01/15/09,CLNE,9.52
01/15/09,CLR,3.22
01/15/09,CLRO,0.16
01/15/09,CLSN,0.52
01/15/09,CLUB,2.31
01/15/09,CLWT,0.09
01/15/09,CLX,4.32
01/15/09,CMA,9.4
01/15/09,CMC,8.07
01/15/09,CMCO,2.69
01/15/09,CMCSA,2.1
01/15/09,CMCT,0.2
01/15/09,CME,3.81
01/15/09,CMG,13.27
01/15/09,CMI,2.46
01/15/09,CMLS,12.25
01/15/09,CMO,2.2
01/15/09,CMP,4.03
01/15/09,CMPR,26.61
01/15/09,CMS,10.45
01/15/09,CMSB,0
01/15/09,CMT,0.11
01/15/09,CMTL,11.64
01/15/09,CNA,0.28
01/15/09,CNBKA,0.02
01/15/09,CNC,3.15
01/15/09,CNIT,1.39
01/15/09,CNK,0.63
01/15/09,CNL,3.57
01/15/09,CNMD,3.94
01/15/09,CNO,3.36
01/15/09,CNOB,0.16
01/15/09,CNP,1.46
01/15/09,CNQR,17.61
01/15/09,CNS,6.54
01/15/09,CNSL,2.92
01/15/09,CNTY,0.81
01/15/09,CNVR,3.34
01/15/09,CNW,8.9
01/15/09,CNX,3.27
01/15/09,CNXN,0.66
01/15/09,COB,0.04
01/15/09,COBK,0
01/15/09,COBR,0.01
01/15/09,COBZ,8.76
01/15/09,CODI,1.87
01/15/09,COF,11.22
01/15/09,COG,5.7
01/15/09,COGT,0.03
01/15/09,COH,3.61
01/15/09,COHR,6.06
01/15/09,COHU,3.57
01/15/09,COKE,3.75
01/15/09,COL,1.86
01/15/09,COLB,3.32
01/15/09,COLM,11.65
01/15/09,CONN,20.05
01/15/09,COO,17.27
01/15/09,COOL,0.09
01/15/09,COP,1.59
01/15/09,CORE,5.62
01/15/09,COST,4.27
01/15/09,COV,0.94
01/15/09,COWN,1.16
01/15/09,CPA,1.27
01/15/09,CPB,1.84
01/15/09,CPE,3.6
01/15/09,CPF,7.4
01/15/09,CPHC,0.04
01/15/09,CPHD,11.67
01/15/09,CPK,2
01/15/09,CPLA,17.17
01/15/09,CPLP,0.39
01/15/09,CPN,2.23
01/15/09,CPRT,4.64
01/15/09,CPRX,0.04
01/15/09,CPSI,12.24
01/15/09,CPSS,1.86
01/15/09,CPST,8.86
01/15/09,CPT,8.36
01/15/09,CPWR,1.65
01/15/09,CQB,9.96
01/15/09,CQP,0.28
01/15/09,CR,1.91
01/15/09,CRAI,4.34
01/15/09,CRAY,2.63
01/15/09,CRD.A,0.02
01/15/09,CREE,15.07
01/15/09,CRI,7.34
01/15/09,CRIS,0.46
01/15/09,CRK,4.84
01/15/09,CRL,5.37
01/15/09,CRM,10.06
01/15/09,CRNT,2.03
01/15/09,CROX,16.45
01/15/09,CRR,12.79
01/15/09,CRRC,2.07
01/15/09,CRS,2.09
01/15/09,CRT,0.46
01/15/09,CRTN,0.07
01/15/09,CRUS,2.64
01/15/09,CRV,0.11
01/15/09,CRVL,2.73
01/15/09,CRVP,0.01
01/15/09,CRWN,3.88
01/15/09,CRWS,0.02
01/15/09,CRY,3.35
01/15/09,CRZO,13.71
01/15/09,CSBK,0.73
01/15/09,CSCD,0.17
01/15/09,CSCO,1.05
01/15/09,CSFL,1.05
01/15/09,CSGP,18.28
01/15/09,CSGS,13.86
01/15/09,CSH,3.24
01/15/09,CSII,0.01
01/15/09,CSIQ,7.04
01/15/09,CSL,5.63
01/15/09,CSPI,0.21
01/15/09,CSS,2.7
01/15/09,CSU,1.38
01/15/09,CSV,0.12
01/15/09,CSWC,1.72
01/15/09,CSX,1.95
01/15/09,CTAS,2.46
01/15/09,CTB,13.38
01/15/09,CTBI,2.42
01/15/09,CTCM,1.03
01/15/09,CTCT,15.3
01/15/09,CTG,0.1
01/15/09,CTHR,5.12
01/15/09,CTIB,0.07
01/15/09,CTIC,0.32
01/15/09,CTL,13.26
01/15/09,CTO,3.23
01/15/09,CTRN,6.04
01/15/09,CTS,2.27
01/15/09,CTSH,4.03
01/15/09,CTWS,2.13
01/15/09,CTXS,3.49
01/15/09,CUB,1.46
01/15/09,CUBE,6.31
01/15/09,CUO,0.04
01/15/09,CUR,0.51
01/15/09,CUTR,1.47
01/15/09,CUZ,15.19
01/15/09,CVA,2.53
01/15/09,CVBF,7.71
01/15/09,CVC,2.6
01/15/09,CVCO,8.25
01/15/09,CVD,6.65
01/15/09,CVG,2.12
01/15/09,CVGI,2.07
01/15/09,CVGW,3.12
01/15/09,CVI,1.03
01/15/09,CVLT,2.83
01/15/09,CVLY,0.04
01/15/09,CVM,0.41
01/15/09,CVO,5.82
01/15/09,CVS,1.8
01/15/09,CVTI,1.8
01/15/09,CVU,0.13
01/15/09,CVX,1.16
01/15/09,CW,6.11
01/15/09,CWBC,0.54
01/15/09,CWCO,4.22
01/15/09,CWEI,2.97
01/15/09,CWST,3.02
01/15/09,CWT,2.88
01/15/09,CXO,2.64
01/15/09,CXW,3.65
01/15/09,CY,10.31
01/15/09,CYBE,0.14
01/15/09,CYCC,0.31
01/15/09,CYH,5.47
01/15/09,CYN,8.96
01/15/09,CYNO,3.35
01/15/09,CYRN,0.03
01/15/09,CYT,1.5
01/15/09,CYTK,1.91
01/15/09,CYTR,1.41
01/15/09,CYTX,5.9
01/15/09,CZFC,0.01
01/15/09,CZNC,2.6
01/15/09,CZWI,1.08
01/15/09,D,1.6
01/15/09,DAC,0.69
01/15/09,DAIO,0.05
01/15/09,DAKT,14.12
01/15/09,DAL,4.34
01/15/09,DAN,4.19
01/15/09,DAR,2.58
01/15/09,DARA,0.27
01/15/09,DAVE,0.44
01/15/09,DBD,1.58
01/15/09,DCI,5.31
01/15/09,DCO,2.45
01/15/09,DCOM,4.66
01/15/09,DCP,0.9
01/15/09,DCT,5.91
01/15/09,DCTH,0.14
01/15/09,DD,1.26
01/15/09,DDD,3.64
01/15/09,DDE,2.59
01/15/09,DDR,13.18
01/15/09,DDS,9.25
01/15/09,DE,2.23
01/15/09,DECK,16.81
01/15/09,DEI,10.34
01/15/09,DEL,6.75
01/15/09,DENN,1.76
01/15/09,DEPO,3.32
01/15/09,DEST,0.44
01/15/09,DF,6.23
01/15/09,DFBG,0.02
01/15/09,DFS,2.16
01/15/09,DFT,1.85
01/15/09,DFZ,0.21
01/15/09,DGAS,0.07
01/15/09,DGICA,0.95
01/15/09,DGII,2.95
01/15/09,DGLY,7.86
01/15/09,DGSE,0.44
01/15/09,DGX,9.58
01/15/09,DHI,7.11
01/15/09,DHIL,1.33
01/15/09,DHR,2.13
01/15/09,DHT,3.03
01/15/09,DHX,0.46
01/15/09,DIN,19.47
01/15/09,DIOD,7.27
01/15/09,DIS,3.19
01/15/09,DISCA,0.32
01/15/09,DISH,1.11
01/15/09,DIT,0.12
01/15/09,DJCO,0.01
01/15/09,DK,1.03
01/15/09,DKS,11.17
01/15/09,DLA,0.12
01/15/09,DLB,5.49
01/15/09,DLHC,0.01
01/15/09,DLLR,8.05
01/15/09,DLR,18.49
01/15/09,DLTR,8.25
01/15/09,DLX,3.08
01/15/09,DMLP,0.22
01/15/09,DMND,12.64
01/15/09,DMRC,3.57
01/15/09,DNB,1.94
01/15/09,DNR,2.54
01/15/09,DO,4.56
01/15/09,DORM,0.98
01/15/09,DOV,2.3
01/15/09,DOVR,0.1
01/15/09,DOW,3
01/15/09,DOX,0.91
01/15/09,DPS,4.38
01/15/09,DPZ,3.48
01/15/09,DRAD,0.11
01/15/09,DRC,2.43
01/15/09,DRE,11.53
01/15/09,DRH,6.19
01/15/09,DRI,7.42
01/15/09,DRIV,5.5
01/15/09,DRQ,4
01/15/09,DRRX,3.56
01/15/09,DRYS,12.62
01/15/09,DS,7.63
01/15/09,DSPG,3.36
01/15/09,DSS,3.95
01/15/09,DST,6.97
01/15/09,DSW,6.52
01/15/09,DSWL,0.13
01/15/09,DSX,3.31
01/15/09,DTE,1.89
01/15/09,DTLK,0.14
01/15/09,DTRM,0.15
01/15/09,DTSI,19.84
01/15/09,DTV,2.31
01/15/09,DUK,1.01
01/15/09,DV,1.75
01/15/09,DVA,3.38
01/15/09,DVAX,0.25
01/15/09,DVCR,0.06
01/15/09,DVD,1.03
01/15/09,DVN,1.87
01/15/09,DWA,2.39
01/15/09,DWCH,0.07
01/15/09,DWSN,0.16
01/15/09,DX,0.32
01/15/09,DXCM,5.98
01/15/09,DXLG,2.87
01/15/09,DXPE,4.88
01/15/09,DXR,0.04
01/15/09,DXTR,1.71
01/15/09,DXYN,0.16
01/15/09,DY,2.96
01/15/09,DYAX,3.99
01/15/09,DZSI,0.07
01/15/09,EA,4.41
01/15/09,EAC,3.72
01/15/09,EAT,5.35
01/15/09,EBAY,2.46
01/15/09,EBF,1.94
01/15/09,EBIX,1.82
01/15/09,EBS,5.14
01/15/09,EBSB,0.83
01/15/09,EBTC,0.05
01/15/09,ECL,1.8
01/15/09,ECOL,2.69
01/15/09,ECPG,3.27
01/15/09,ED,3.01
01/15/09,EDE,2.77
01/15/09,EDGW,0.05
01/15/09,EDR,2.3
01/15/09,EE,2.81
01/15/09,EEFT,8.95
01/15/09,EEI,0.02
01/15/09,EEP,0.99
01/15/09,EEQ,1.46
01/15/09,EFII,2.77
01/15/09,EFOI,3.15
01/15/09,EFSC,2.26
01/15/09,EFX,1.45
01/15/09,EGAS,0.04
01/15/09,EGBN,0.02
01/15/09,EGHT,4.15
01/15/09,EGLE,10.98
01/15/09,EGN,1.01
01/15/09,EGOV,1.17
01/15/09,EGP,3.93
01/15/09,EGT,1.58
01/15/09,EGY,2.88
01/15/09,EHTH,2.77
01/15/09,EIG,2.51
01/15/09,EIX,1.18
01/15/09,EL,4.94
01/15/09,ELGX,0.53
01/15/09,ELNK,12.02
01/15/09,ELON,6.45
01/15/09,ELOS,1.97
01/15/09,ELRC,1.77
01/15/09,ELS,11.18
01/15/09,ELTK,0.03
01/15/09,ELX,3.57
01/15/09,ELY,5.34
01/15/09,EMC,2.62
01/15/09,EMCI,2.11
01/15/09,EME,7.42
01/15/09,EMKR,15.41
01/15/09,EML,0.56
01/15/09,EMMS,0.77
01/15/09,EMN,8.07
01/15/09,EMR,1.21
01/15/09,ENDP,4.13
01/15/09,ENG,2.24
01/15/09,ENH,10.84
01/15/09,ENLC,3.48
01/15/09,ENLK,0.4
01/15/09,ENOC,8.35
01/15/09,ENS,3.98
01/15/09,ENSG,2.02
01/15/09,ENTG,1.66
01/15/09,ENTR,0.25
01/15/09,ENVE,0.18
01/15/09,ENZ,3.9
01/15/09,ENZN,25.95
01/15/09,EOG,2.29
01/15/09,EPAX,3.23
01/15/09,EPAY,2.14
01/15/09,EPB,0.31
01/15/09,EPC,7.28
01/15/09,EPD,0.46
01/15/09,EPIQ,7.73
01/15/09,EPM,0.87
01/15/09,EPR,14.78
01/15/09,EQC,6.27
01/15/09,EQIX,20.3
01/15/09,EQR,7.14
01/15/09,EQT,3.33
01/15/09,EQY,13.09
01/15/09,ERIE,0.49
01/15/09,ERII,4.72
01/15/09,EROC,0.09
01/15/09,ES,1.59
01/15/09,ESBF,0.05
